distance,X,Y,Z,V,max,may,maz,mav
91.706,1.273715,-3.476381,-8.561666,9.327898,0.749,-3.533,-9.876,10.529
91.726,1.814805,-2.853889,-8.863335,9.486669,1.086,-3.433,-9.533,10.213
91.748,1.426944,-3.098097,-9.461885,10.057915,1.361,-3.273,-9.149,9.823
91.766,0.656011,-3.481169,-10.381259,10.969021,1.293,-3.227,-9.317,9.96
91.786,1.412579,-3.409343,-8.987833,9.715974,1.328,-3.211,-9.424,10.057
91.806,1.043872,-2.48997,-7.244854,7.731593,1.135,-3.12,-9.019,9.619
91.826,1.072602,-2.082955,-7.469909,7.828711,1.046,-2.866,-8.521,9.061
91.846,0.895431,-2.092532,-9.150639,9.429458,1.106,-2.519,-8.213,8.676
91.866,1.369483,-2.896984,-10.448297,10.928628,1.095,-2.391,-8.578,8.98
91.886,1.719037,-3.682282,-10.553641,11.309007,1.264,-2.689,-9.406,9.874
91.909,1.613692,-3.562572,-10.34774,11.062172,1.399,-3.059,-10.125,10.682
91.926,1.628057,-3.596091,-9.734824,10.504725,1.583,-3.434,-10.271,10.951
91.946,1.642422,-3.586514,-8.149862,9.05433,1.651,-3.607,-9.697,10.483
91.966,1.422156,-2.676718,-7.651869,8.230337,1.577,-3.355,-8.971,9.713
91.989,1.206678,-2.063802,-8.916007,9.230955,1.475,-2.981,-8.613,9.255
92.006,0.852336,-2.284068,-9.701305,10.002938,1.281,-2.653,-8.605,9.13
92.026,0.919373,-2.920926,-8.561666,9.092809,1.1,-2.486,-8.708,9.139
92.046,0.588974,-2.944868,-7.685388,8.251322,0.892,-2.553,-8.716,9.145
92.068,1.254562,-2.643199,-8.781932,9.256498,0.904,-2.698,-8.683,9.151
92.086,1.613692,-3.260903,-10.218452,10.846855,1.094,-2.942,-8.812,9.362
92.106,0.981623,-3.940856,-10.673351,11.41991,1.11,-3.197,-9.34,9.944
92.126,0.555455,-3.069367,-10.28549,10.748062,1.101,-3.229,-9.99,10.568
92.146,0.837971,-2.059013,-9.136273,9.402831,0.997,-3.083,-10.078,10.604
92.166,1.192312,-2.236184,-9.097966,9.444316,0.892,-2.826,-9.798,10.254
92.186,1.441309,-2.561796,-9.251195,9.706945,1.007,-2.482,-9.443,9.826
92.206,0.6608,-3.007117,-9.797073,10.269472,1.033,-2.466,-9.321,9.706
92.228,0.258574,-2.671929,-10.443508,10.782992,0.888,-2.619,-9.647,10.051
92.246,0.924162,-2.408567,-9.672575,10.010693,0.821,-2.662,-9.791,10.193
92.266,1.929727,-2.523489,-9.648633,10.158147,0.943,-2.653,-9.89,10.305
92.286,1.752556,-3.026271,-10.745177,11.299938,1.216,-2.658,-10.127,10.563
92.308,1.201889,-3.682282,-11.089942,11.746938,1.452,-2.91,-10.289,10.804
92.326,1.134852,-2.877831,-8.959103,9.478149,1.505,-3.027,-10.111,10.671
92.346,1.158794,-2.164358,-7.848193,8.223222,1.312,-2.938,-9.661,10.187
92.366,0.565032,-1.934515,-7.881712,8.135293,1.015,-2.665,-8.945,9.396
92.388,0.694318,-1.929727,-8.293514,8.543319,0.888,-2.227,-8.246,8.595
92.406,0.636858,-2.240973,-9.356541,9.642219,0.764,-2.067,-8.345,8.636
92.426,0.694318,-2.260126,-9.849746,10.129548,0.648,-2.091,-8.845,9.113
92.446,0.35913,-2.173935,-9.68694,9.934373,0.596,-2.151,-9.297,9.562
92.468,0.311246,-2.140416,-9.552865,9.794666,0.5,-2.204,-9.612,9.875
92.486,0.047884,-2.427721,-10.156203,10.442442,0.353,-2.251,-9.811,10.075
92.506,-0.019154,-2.408567,-8.805874,9.129347,0.175,-2.288,-9.55,9.825
92.526,0.871489,-2.001553,-7.651869,7.957186,0.303,-2.245,-9.042,9.331
92.547,0.986411,-1.910573,-8.015787,8.299165,0.472,-2.187,-8.657,8.957
92.566,0.593762,-2.293645,-9.773131,10.056215,0.608,-2.154,-8.562,8.861
92.586,0.885855,-2.801216,-11.022904,11.407715,0.834,-2.252,-9.116,9.43
92.606,1.01993,-3.016694,-11.57836,12.008293,0.871,-2.506,-10.098,10.443
92.628,1.086968,-2.94008,-11.722012,12.133883,0.897,-2.763,-11.024,11.402
92.647,0.584185,-2.647987,-10.721235,11.058842,0.894,-2.851,-11.261,11.652
92.666,0.076614,-2.145205,-8.700529,8.961416,0.692,-2.687,-10.681,11.041
92.686,-0.043096,-1.393425,-8.207323,8.324881,0.426,-2.282,-9.838,10.12
92.708,0.316035,-1.340753,-8.09719,8.213524,0.233,-1.882,-8.932,9.14
92.727,0.565032,-1.766921,-7.967903,8.180999,0.229,-1.662,-8.243,8.42
92.746,0.363919,-2.178724,-8.485051,8.76786,0.3,-1.67,-8.189,8.372
92.766,0.972046,-2.059013,-10.242394,10.492429,0.554,-1.836,-8.698,8.914
92.792,1.584962,-2.916138,-11.324574,11.80093,0.871,-2.23,-9.505,9.811
92.806,0.866701,-3.672705,-11.554418,12.155019,0.947,-2.707,-10.402,10.804
92.826,1.000776,-3.423708,-10.984597,11.54923,1.106,-3.018,-11.027,11.499
92.846,1.086968,-2.767697,-10.19451,10.619307,1.135,-3.195,-11.015,11.531
92.866,1.177947,-2.58095,-8.202535,8.679311,1.033,-3.111,-10.234,10.751
92.886,0.316035,-1.580173,-7.010222,7.193055,0.895,-2.588,-9.098,9.51
92.906,0.282516,-1.01993,-7.560889,7.634599,0.716,-1.987,-8.242,8.532
92.926,0.181959,-0.943315,-8.643068,8.696297,0.49,-1.531,-7.854,8.051
92.946,0.464475,-1.537078,-8.676587,8.823917,0.311,-1.27,-7.973,8.087
92.966,0.354342,-1.551443,-9.188946,9.325731,0.321,-1.263,-8.517,8.62
92.986,0.234632,-1.307234,-9.974244,10.062279,0.309,-1.335,-9.121,9.227
93.006,0.641646,-1.632846,-9.667787,9.82568,0.424,-1.507,-9.377,9.509
93.026,0.727837,-1.848324,-9.203311,9.415253,0.49,-1.585,-9.509,9.657
93.046,0.675165,-1.04866,-9.830592,9.909393,0.57,-1.459,-9.669,9.803
93.066,0.397437,-1.25935,-10.496181,10.578928,0.611,-1.447,-9.799,9.932
93.086,0.454898,-2.240973,-10.338163,10.588036,0.564,-1.599,-9.967,10.123
93.106,0.057461,-2.528277,-10.237606,10.545334,0.396,-1.769,-10.226,10.405
93.126,0.995988,-2.274492,-10.43872,10.729966,0.476,-2.076,-10.378,10.611
93.146,1.388637,-2.614468,-9.950302,10.381342,0.724,-2.415,-10.241,10.561
93.166,1.996764,-2.446874,-8.815451,9.364103,1.11,-2.466,-9.861,10.255
93.186,1.49877,-2.030283,-9.892841,10.209636,1.47,-2.342,-9.774,10.171
93.206,1.551443,-1.982399,-12.291832,12.546952,1.609,-2.269,-10.238,10.626
93.226,0.986411,-2.327164,-11.760319,12.028874,1.508,-2.197,-10.69,11.037
93.246,0.828394,-1.264138,-9.562442,9.681145,1.216,-1.901,-10.877,11.117
93.266,-0.407014,-0.215478,-9.02614,9.037881,0.74,-1.447,-10.66,10.824
93.286,-0.713472,-0.608127,-7.987057,8.041886,0.174,-1.104,-9.584,9.697
93.306,0.632069,-0.320823,-6.363788,6.403143,0.085,-0.602,-8.235,8.291
93.326,0.708684,-0.205901,-6.641516,6.682392,0.055,-0.338,-7.505,7.541
93.346,0.363919,-1.733402,-10.141838,10.295339,0.248,-0.717,-7.784,7.856
93.366,0.837971,-3.347094,-12.425907,12.896061,0.636,-1.402,-8.893,9.069
93.386,1.977611,-3.859453,-10.817003,11.653922,0.972,-2.286,-10.007,10.382
93.406,2.264915,-3.160346,-10.012551,10.740988,1.361,-3.025,-10.849,11.397
93.428,2.571373,-2.964022,-9.342175,10.1328,1.913,-3.333,-10.649,11.356
93.447,3.040636,-2.906561,-8.054094,9.086364,2.464,-3.223,-9.556,10.404
93.466,1.924938,-2.154782,-7.283162,7.835363,2.45,-2.796,-8.673,9.449
93.486,1.987187,-1.211466,-7.843405,8.181416,2.381,-2.309,-8.131,8.809
93.508,1.101333,-1.312023,-9.706094,9.856094,2.014,-1.896,-8.222,8.74
93.526,0.019154,-2.240973,-11.176133,11.398609,1.258,-1.73,-9.002,9.318
93.546,-0.09098,-2.446874,-11.200075,11.464604,0.754,-1.803,-9.981,10.225
93.566,0.622492,-1.719037,-11.377247,11.523208,0.413,-1.93,-10.865,11.061
93.588,1.35033,-1.82917,-11.7268,11.94517,0.475,-2.059,-11.37,11.583
93.606,0.766145,-2.513912,-11.750742,12.041041,0.662,-2.127,-11.514,11.744
93.626,-0.038307,-2.509123,-9.174581,9.511577,0.675,-2.143,-11.007,11.255
93.646,0.143652,-2.346318,-5.947197,6.39492,0.555,-2.3,-9.65,9.973
93.668,2.37026,-1.963245,-2.671929,4.075742,0.81,-2.333,-7.386,8.006
93.686,2.944868,0.746991,-1.910573,3.588946,1.355,-1.518,-4.926,5.893
93.706,1.905785,1.182736,-3.586514,4.230126,1.841,-0.595,-3.529,4.572
93.726,-0.124498,0.234632,-12.157756,12.160657,1.774,0.05,-5.082,6.014
93.748,-1.063026,-4.122815,-22.146366,22.551921,0.916,-0.49,-9.95,10.633
93.767,-1.843535,-3.86903,-15.409082,15.993994,-0.281,-1.644,-13.325,13.734
93.786,-0.277727,-1.264138,-13.350069,13.412663,-0.827,-2.255,-15.766,16.03
93.806,0.545878,-2.126051,-10.184934,10.418779,-0.66,-2.846,-15.273,15.594
93.826,2.126051,-1.714248,-6.517017,7.066134,0.138,-2.243,-11.365,11.723
93.846,1.671153,-0.790087,-7.398083,7.625525,1.016,-1.474,-9.363,9.631
93.866,1.517924,-2.049437,-10.419566,10.727145,1.465,-1.67,-8.63,8.959
93.886,1.374272,-2.906561,-13.062764,13.452603,1.672,-1.865,-9.349,9.718
93.909,0.191536,-2.944868,-13.541605,13.859437,1.189,-2.173,-11.106,11.416
93.926,0.430956,-3.888184,-10.582372,11.2823,0.879,-2.947,-11.902,12.33
93.946,0.3304,-2.815581,-8.633492,9.087015,0.582,-3.139,-11.455,11.92
93.966,0.905008,-2.585738,-7.627927,8.104958,0.464,-3.059,-10.096,10.583
93.987,0.167594,-2.748544,-6.53617,7.092539,0.458,-3.01,-8.345,8.892
94.007,1.043872,-2.480393,-5.564125,6.180736,0.612,-2.658,-7.09,7.616
94.026,2.547431,-2.025495,-5.075707,6.029497,1.166,-2.46,-6.201,6.852
94.046,2.987964,-1.206678,-7.661446,8.311543,1.687,-2.115,-6.209,6.904
94.067,2.044648,-2.72939,-11.769896,12.254003,2.156,-2.11,-7.518,8.194
94.086,-0.052672,-5.291186,-13.211205,14.231491,1.882,-2.813,-9.43,10.207
94.106,0.378284,-4.74052,-9.878476,10.963572,1.34,-3.492,-10.63,11.44
94.126,1.455675,-3.371036,-7.062895,7.960362,0.956,-4.033,-10.481,11.352
94.148,2.58095,-2.442086,-6.181829,7.130224,1.091,-3.961,-9.084,10.071
94.167,2.691083,-2.686294,-8.441956,9.258764,1.776,-3.31,-7.891,8.828
94.186,1.853112,-3.955221,-12.26789,13.022248,2.145,-3.114,-8.489,9.343
94.206,1.297657,-4.386178,-14.374787,15.084992,2.106,-3.367,-10.317,11.124
94.229,1.584962,-3.98874,-12.401965,13.123677,1.857,-3.754,-11.872,12.622
94.246,0.775721,-3.663129,-10.481815,11.130531,1.378,-3.998,-12.382,13.09
94.266,0.665588,-3.203442,-9.677363,10.215498,1.081,-3.81,-11.734,12.389
94.286,0.454898,-3.313575,-7.771579,8.460742,0.87,-3.542,-10.083,10.733
94.308,1.058237,-2.676718,-5.444415,6.158436,0.739,-3.214,-8.344,8.991
94.326,3.040636,-1.288081,-4.050989,5.226388,1.305,-2.62,-6.736,7.515
94.346,2.887407,0.35913,-5.635951,6.342715,1.86,-1.73,-5.726,6.547
94.366,1.206678,-0.622492,-9.907207,9.999815,2.048,-1.057,-6.26,6.932
94.388,-0.957681,-3.725378,-13.029245,13.585169,1.544,-1.319,-8.156,8.789
94.406,-0.378284,-4.22816,-10.022128,10.884094,0.69,-2.054,-9.649,10.203
94.426,1.398214,-2.504335,-8.777143,9.233902,0.317,-2.77,-10.434,10.926
94.446,2.178724,-2.70066,-7.522582,8.2843,0.56,-3.29,-9.838,10.497
94.468,2.63841,-2.911349,-9.323022,10.117109,1.459,-3.086,-8.911,9.63
94.486,1.886631,-3.639187,-12.823344,13.462586,2.025,-2.939,-9.612,10.275
94.506,2.030283,-4.165911,-13.062764,13.860472,2.184,-3.354,-10.683,11.431
94.526,1.225831,-4.156334,-11.003751,11.826255,1.945,-3.718,-11.553,12.317
94.551,0.641646,-3.414132,-8.580819,9.257346,1.446,-3.844,-11.368,12.102
94.566,1.94888,-1.982399,-7.062895,7.590291,1.462,-3.43,-9.928,10.634
94.586,1.704672,-2.231396,-7.814674,8.303865,1.38,-2.946,-8.616,9.244
94.606,0.981623,-3.117251,-11.626244,12.076853,1.319,-2.686,-8.771,9.307
94.632,1.158794,-3.725378,-12.497733,13.092539,1.448,-2.764,-9.75,10.266
94.646,1.628057,-3.529053,-9.629479,10.384203,1.368,-3.151,-10.392,10.964
94.666,1.891419,-2.336741,-7.340622,7.932374,1.415,-3.177,-10.274,10.872
94.686,1.47004,-1.04866,-5.856217,6.128294,1.537,-2.66,-8.831,9.384
94.709,0.320823,-1.000776,-4.955997,5.066201,1.328,-1.979,-6.946,7.378
94.726,0.617704,-0.732626,-5.501875,5.584705,1.075,-1.28,-5.914,6.178
94.746,0.536301,-0.627281,-7.19697,7.244134,0.736,-0.852,-5.878,6.006
94.766,0.622492,-1.187524,-9.715671,9.80775,0.524,-0.887,-6.843,6.926
94.791,1.120486,-2.126051,-12.330139,12.562162,0.724,-1.168,-8.686,8.8
94.806,1.537078,-3.801992,-14.245501,14.824036,0.954,-1.936,-10.872,11.11
94.826,1.541866,-4.419696,-12.799402,13.628491,1.205,-2.884,-12.273,12.706
94.847,1.675941,-4.022259,-10.70687,11.559603,1.469,-3.593,-12.52,13.144
94.869,1.398214,-3.505111,-9.720459,10.427278,1.538,-3.937,-11.868,12.61
94.886,1.853112,-3.126827,-8.355764,9.112073,1.617,-3.768,-10.396,11.182
94.906,1.632846,-1.94888,-8.322245,8.701958,1.64,-3.151,-9.276,9.95
94.926,1.072602,-1.584962,-8.054094,8.278347,1.489,-2.541,-8.613,9.13
94.949,0.35913,-1.675941,-9.394848,9.549917,1.229,-2.084,-8.532,8.911
94.966,0.708684,-2.72939,-10.984597,11.340775,0.943,-1.985,-9.189,9.468
94.986,0.550666,-4.204218,-12.3876,13.093178,0.673,-2.549,-10.205,10.566
95.006,0.306458,-5.080496,-10.807426,11.945954,0.481,-3.423,-10.894,11.482
95.03,0.986411,-5.018247,-6.378153,8.175368,0.638,-4.258,-10.139,11.139
95.046,2.70066,-4.285621,-3.931279,6.412103,1.136,-4.647,-8.376,9.907
95.066,5.185841,-2.466028,-3.936068,6.961815,2.295,-4.213,-6.263,8.374
95.088,5.224148,-1.690306,-6.019023,8.147239,3.524,-3.365,-5.066,7.424
95.107,2.96881,-2.719813,-8.796297,9.673989,4.02,-2.79,-5.671,7.799
95.126,0.804452,-3.77805,-11.305421,11.947106,3.546,-2.664,-7.514,9.183
95.146,-1.288081,-5.444415,-11.693281,12.962778,1.927,-3.408,-9.454,10.683
95.166,-0.402226,-4.750096,-10.548853,11.575988,0.521,-4.173,-10.586,11.54
95.186,0.924162,-3.280056,-8.561666,9.214932,0.01,-4.313,-10.527,11.425
95.206,1.312023,-2.772485,-7.838616,8.417362,0.136,-4.062,-9.661,10.543
95.226,1.47004,-3.150769,-9.040505,9.686026,0.826,-3.488,-8.997,9.724
95.246,2.365471,-3.667917,-9.667787,10.607317,1.518,-3.218,-8.777,9.481
95.266,1.833959,-3.303998,-8.762778,9.542856,1.745,-3.224,-8.827,9.563
95.286,1.910573,-2.547431,-7.311892,7.975177,1.895,-3.168,-8.696,9.453
95.306,1.608904,-1.857901,-6.746861,7.180564,1.93,-2.844,-8.122,8.827
95.326,1.517924,-2.446874,-7.781156,8.296847,1.718,-2.539,-7.651,8.249
95.346,1.197101,-3.136404,-11.15698,11.651106,1.559,-2.497,-8.249,8.776
95.367,0.426168,-4.458004,-12.933477,13.686865,1.188,-2.975,-9.655,10.204
95.386,0.703895,-4.630386,-13.029245,13.845475,0.961,-3.668,-11.225,11.87
95.406,0.924162,-3.758897,-12.464214,13.051438,0.813,-3.996,-12.396,13.059
95.426,-0.11971,-4.194642,-10.43872,11.25061,0.484,-4.26,-12.216,12.959
95.446,1.628057,-3.514688,-7.551312,8.486808,0.784,-4.025,-10.871,11.659
95.466,1.924938,-2.710236,-5.616797,6.526804,1.089,-3.545,-9.018,9.829
95.486,2.901772,-2.140416,-6.675035,7.586683,1.584,-3.14,-7.57,8.463
95.506,2.197877,-2.987964,-11.152191,11.75287,2.163,-2.838,-7.749,8.588
95.526,0.866701,-4.778827,-13.311762,14.170086,1.973,-3.154,-9.189,10.009
95.546,1.192312,-3.845088,-11.377247,12.068474,1.79,-3.438,-10.629,11.395
95.566,1.091756,-2.432509,-9.811439,10.167269,1.337,-3.511,-11.413,12.04
95.586,0.148441,-2.030283,-9.945514,10.151715,0.825,-3.272,-11.112,11.639
95.606,-0.105345,-2.06859,-9.610326,9.830998,0.582,-2.594,-10.186,10.555
95.626,-0.670376,-2.073379,-7.987057,8.278972,0.116,-2.151,-9.339,9.607
95.646,0.636858,-2.13084,-5.171476,5.629407,0.002,-2.076,-8.179,8.473
95.666,2.015918,-0.301669,-3.514688,4.062999,0.469,-1.644,-6.571,6.951
95.686,1.747767,0.464475,-5.583278,5.868852,0.933,-1.01,-5.564,5.96
95.706,0.038307,-1.489193,-11.769896,11.863794,1.11,-0.864,-6.51,6.856
95.726,-0.02873,-4.548983,-14.743494,15.429345,0.943,-1.469,-8.903,9.306
95.746,1.225831,-2.983175,-11.137826,11.595394,0.746,-2.139,-10.809,11.189
95.766,1.594538,-3.969586,-10.577583,11.409883,0.707,-3.248,-12.057,12.575
95.786,2.059013,-4.860229,-10.314221,11.586394,1.213,-4.09,-11.693,12.505
95.806,2.255338,-4.390966,-7.958326,9.364939,1.784,-4.051,-9.997,10.989
95.826,2.58095,-2.935291,-9.030929,9.840473,2.122,-4.039,-9.47,10.55
95.846,2.059013,-4.22816,-12.368446,13.23236,2.239,-4.104,-9.918,11.006
95.866,-0.268151,-6.090849,-11.63582,13.136311,1.657,-4.411,-10.248,11.394
95.886,1.623269,-4.118027,-9.404425,10.394054,1.499,-4.343,-10.61,11.651
95.906,2.025495,-4.381389,-8.470686,9.749447,1.36,-4.705,-10.47,11.628
95.926,2.269703,-5.147533,-8.135497,9.891156,1.413,-4.934,-9.412,10.793
95.946,2.183512,-4.276044,-7.354988,8.783401,2.025,-4.481,-8.341,9.705
95.966,2.844312,-3.342306,-6.588843,7.916689,2.331,-4.287,-7.638,9.085
95.986,3.217807,-2.892196,-6.181829,7.545468,2.629,-3.915,-7.065,8.534
96.006,2.557007,-2.8491,-6.009446,7.125244,2.701,-3.34,-6.534,7.843
96.026,2.154782,-2.408567,-6.47871,7.240025,2.693,-2.873,-6.315,7.457
96.046,1.838747,-2.346318,-7.120356,7.719175,2.442,-2.624,-6.448,7.408
96.073,0.986411,-2.619257,-8.269572,8.730369,1.884,-2.556,-6.97,7.704
96.086,0.526724,-3.136404,-8.695741,9.25907,1.377,-2.628,-7.641,8.237
96.106,1.096544,-2.37026,-8.8777,9.253869,1.112,-2.618,-8.241,8.741
96.126,1.460463,-1.838747,-9.232041,9.525993,1.018,-2.491,-8.769,9.192
96.148,0.426168,-2.126051,-9.461885,9.707162,0.877,-2.368,-9.067,9.437
96.166,0.905008,-2.906561,-9.375694,9.857524,0.972,-2.31,-9.237,9.586
96.186,1.714248,-3.423708,-9.811439,10.532082,1.126,-2.574,-9.47,9.906
96.206,1.326388,-4.616021,-11.482592,12.446561,1.093,-3.268,-10.033,10.636
96.227,1.086968,-5.214571,-12.042834,13.168261,1.258,-4.04,-10.678,11.501
96.246,2.255338,-5.477933,-10.635044,12.173679,1.596,-4.683,-10.993,12.08
96.266,2.806004,-5.152322,-10.544065,12.066374,1.869,-5.115,-11.176,12.464
96.286,2.585738,-5.243302,-10.31901,11.860026,2.184,-5.272,-10.885,12.317
96.309,2.944868,-4.898537,-9.816227,11.358971,2.648,-5.193,-10.329,11.865
96.326,2.451663,-4.256891,-9.720459,10.891239,2.697,-4.888,-10.1,11.544
96.346,1.130063,-4.414908,-10.199299,11.17113,2.278,-4.703,-10.014,11.32
96.366,0.354342,-4.76925,-9.773131,10.880506,1.72,-4.585,-9.877,11.075
96.389,0.861913,-4.869806,-8.446744,9.788023,1.199,-4.578,-9.535,10.683
96.406,2.097321,-4.295198,-7.249643,8.683594,1.111,-4.587,-8.917,10.131
96.426,1.790863,-3.643975,-7.718906,8.721655,1.276,-4.395,-8.297,9.518
96.446,0.952892,-3.313575,-7.881712,8.602858,1.426,-4.031,-7.824,8.949
96.468,0.943315,-2.58095,-7.891289,8.356051,1.446,-3.458,-7.685,8.591
96.486,1.513135,-2.274492,-7.642292,8.115881,1.3,-2.953,-7.784,8.449
96.506,1.197101,-2.379837,-8.801085,9.195422,1.152,-2.637,-8.054,8.568
96.526,0.378284,-2.542642,-8.762778,9.132054,1.008,-2.444,-8.274,8.7
96.547,-0.861913,-2.762909,-8.054094,8.558329,0.557,-2.49,-8.315,8.75
96.566,0.454898,-2.322376,-5.645528,6.121466,0.292,-2.502,-7.816,8.252
96.586,2.145205,-0.354342,-4.707001,5.184912,0.529,-1.996,-6.792,7.249
96.606,2.676718,0.225055,-6.090849,6.656869,1.104,-1.304,-6.124,6.63
96.63,-0.368707,-1.422156,-12.047623,12.136873,1.227,-0.968,-7.123,7.525
96.646,-0.933739,-3.782839,-12.832921,13.411398,0.88,-1.334,-8.92,9.348
96.666,0.177171,-2.513912,-11.664551,11.933687,0.388,-1.873,-10.659,11.035
96.686,1.795651,-2.8491,-12.220005,12.675577,0.168,-2.642,-12.191,12.539
96.709,0.78051,-3.610456,-13.359646,13.860906,0.455,-3.189,-12.519,12.97
96.726,0.6608,-4.266468,-12.717999,13.43082,0.854,-3.31,-12.491,12.975
96.746,1.206678,-3.342306,-11.013328,11.572401,1.111,-3.517,-12.328,12.885
96.766,2.145205,-2.896984,-10.582372,11.179491,1.198,-3.529,-11.918,12.511
96.79,1.101333,-2.686294,-10.352529,10.751928,1.278,-3.298,-11.167,11.734
96.807,0.292093,-3.284845,-10.70687,11.20324,1.186,-3.053,-10.664,11.177
96.826,0.172383,-2.743755,-10.759542,11.105209,0.928,-2.903,-10.6,11.06
96.847,0.047884,-2.992752,-9.667787,10.120521,0.403,-2.927,-10.372,10.795
96.869,0.627281,-2.590526,-7.517793,7.97631,0.285,-2.903,-9.663,10.101
96.886,1.661576,-2.020706,-5.683835,6.257002,0.627,-2.587,-8.407,8.865
96.906,2.322376,-1.37906,-6.900089,7.40989,1.165,-2.246,-7.442,7.941
96.926,1.599327,-2.413355,-9.165004,9.611422,1.553,-2.101,-7.317,7.814
96.948,0.560243,-3.380613,-10.108319,10.673356,1.536,-2.298,-7.964,8.488
96.966,1.04866,-3.289633,-8.480263,9.156213,1.383,-2.616,-8.663,9.213
96.986,1.340753,-2.681506,-7.762002,8.320864,1.137,-2.941,-8.879,9.44
97.006,1.972822,-3.217807,-6.98628,7.940681,1.231,-3.142,-8.334,9.023
97.028,1.517924,-3.265691,-8.111555,8.87503,1.47,-3.114,-7.835,8.573
97.046,1.896208,-3.232172,-8.78672,9.552434,1.682,-3.099,-7.912,8.672
97.066,2.202666,-2.585738,-9.543288,10.129764,1.897,-3.075,-8.357,9.125
97.087,1.991976,-2.676718,-9.299079,9.879557,1.902,-2.94,-8.935,9.609
97.111,1.312023,-2.815581,-9.600749,10.090753,1.851,-2.828,-9.307,9.913
97.126,0.6608,-2.715025,-8.99741,9.421327,1.542,-2.698,-9.36,9.88
97.146,1.977611,-2.547431,-9.595961,10.123379,1.486,-2.689,-9.373,9.879
97.166,1.345541,-3.280056,-12.579136,13.069197,1.324,-2.84,-10.193,10.676
97.186,0.59855,-5.243302,-11.554418,12.70256,1.146,-3.446,-10.682,11.329
97.206,1.063026,-3.08852,-8.461109,9.069694,1.246,-3.54,-10.548,11.241
97.226,1.900996,-2.825158,-7.599196,8.32725,1.227,-3.609,-10.048,10.792
97.246,2.154782,-2.916138,-8.087613,8.863206,1.429,-3.518,-8.926,9.741
97.268,1.575385,-3.730166,-10.065224,10.84918,1.674,-3.14,-8.553,9.277
97.286,1.312023,-3.600879,-10.132261,10.832842,1.736,-3.268,-8.971,9.718
97.306,1.450886,-3.203442,-8.815451,9.491011,1.623,-3.363,-9.275,10.009
97.326,1.757344,-2.226608,-7.010222,7.562358,1.524,-3.19,-9.006,9.684
97.348,1.805228,-1.584962,-6.368577,6.806594,1.581,-2.654,-8.082,8.673
97.366,0.861913,-1.613692,-8.178593,8.380708,1.469,-2.157,-7.593,8.06
97.386,0.378284,-2.671929,-10.510546,10.851446,1.201,-2.024,-8.017,8.4
97.406,0.138864,-3.462016,-11.583148,12.09025,0.796,-2.333,-9.16,9.532
97.428,0.507571,-3.409343,-10.409989,10.965816,0.472,-2.789,-10.171,10.572
97.446,1.120486,-3.122039,-9.749189,10.298025,0.536,-3.166,-10.563,11.051
97.466,1.197101,-3.117251,-8.580819,9.207647,0.741,-3.278,-10.081,10.64
97.486,1.043872,-2.590526,-9.160215,9.576536,0.967,-3.06,-9.475,10.012
97.509,1.158794,-2.8491,-9.097966,9.60381,1.13,-2.92,-9.147,9.672
97.526,1.101333,-3.303998,-9.615114,10.226425,1.125,-2.965,-9.114,9.654
97.546,1.575385,-3.189077,-9.097966,9.768574,1.22,-2.983,-9.243,9.794
97.566,0.976834,-3.44765,-10.386047,10.986832,1.203,-3.197,-9.549,10.146
97.586,1.522712,-3.730166,-10.122684,10.895024,1.294,-3.418,-9.805,10.469
97.606,0.967257,-3.485958,-9.753978,10.403248,1.261,-3.463,-9.84,10.513
97.626,0.837971,-2.920926,-8.446744,8.976719,1.076,-3.396,-9.677,10.315
97.646,0.435745,-2.767697,-8.322245,8.781217,0.941,-3.226,-9.161,9.764
97.669,0.746991,-2.964022,-7.43639,8.040107,0.747,-3.035,-8.49,9.05
97.686,1.177947,-2.791639,-8.288726,8.825179,0.8,-2.861,-8.124,8.656
97.706,0.857124,-3.227384,-10.113108,10.650146,0.804,-2.938,-8.54,9.074
97.726,1.326388,-3.821146,-10.860099,11.588883,1.027,-3.201,-9.175,9.776
97.748,1.16837,-4.285621,-10.874464,11.746728,1.132,-3.531,-10.034,10.703
97.766,1.273715,-4.295198,-10.103531,11.052258,1.156,-3.907,-10.488,11.26
97.786,1.053449,-3.89776,-8.963891,9.831258,1.205,-4.075,-10.201,11.055
97.806,1.201889,-3.983952,-8.327033,9.308914,1.174,-4.116,-9.567,10.485
97.826,1.527501,-3.361459,-8.135497,8.934147,1.264,-3.885,-8.883,9.782
97.846,1.647211,-2.935291,-8.389283,9.03932,1.358,-3.545,-8.454,9.278
97.866,1.58975,-2.801216,-8.90643,9.470935,1.492,-3.27,-8.44,9.188
97.886,1.292869,-2.791639,-10.060435,10.520319,1.514,-2.972,-8.873,9.491
97.908,0.56982,-2.94008,-10.601525,11.016402,1.275,-2.867,-9.489,10.012
