time,X,Y,Z,V,max,may,maz,mav
63.046,1.934515,-1.886631,-7.747637,8.20534,1.435,-2.582,-8.936,9.446
63.066,1.326388,-2.351106,-8.537724,8.954313,1.231,-2.544,-8.941,9.401
63.088,1.651999,-3.964798,-9.787497,10.68849,1.516,-2.747,-8.833,9.397
63.107,1.70946,-4.429273,-9.409213,10.539165,1.656,-3.158,-8.871,9.597
63.126,4.276044,-3.96001,-8.355764,10.187494,2.241,-3.676,-9.023,10.092
63.146,4.1707,-3.849876,-9.624691,11.173673,2.952,-4.051,-9.294,10.647
63.168,2.202666,-4.711789,-11.027693,12.192732,3.09,-4.238,-9.604,11.023
63.187,1.853112,-3.65834,-9.825804,10.647248,3.126,-4.045,-9.709,11.05
63.206,0.349553,-3.117251,-7.661446,8.278719,2.144,-3.834,-9.535,10.573
63.226,0.09098,-2.839523,-5.674258,6.345737,1.124,-3.582,-8.547,9.366
63.248,1.70946,-1.762132,-4.434062,5.068359,1.001,-2.844,-6.899,7.585
63.267,2.389413,-1.211466,-6.220136,6.772521,1.135,-2.233,-5.997,6.616
63.286,2.15957,-2.810793,-11.401189,11.939489,1.587,-2.156,-6.932,7.532
63.307,1.106121,-4.994305,-13.843274,14.758144,1.841,-2.695,-8.975,9.635
63.329,2.355895,-4.510676,-12.200851,13.219577,2.003,-3.382,-10.916,11.672
63.347,2.035071,-4.022259,-10.314221,11.256254,1.914,-4.085,-11.94,12.793
63.366,0.742203,-4.759673,-8.537724,9.802963,1.56,-4.572,-11.224,12.259
63.386,1.316811,-3.706224,-6.411672,7.521943,1.612,-4.25,-9.366,10.45
63.407,2.5187,-2.681506,-6.248867,7.25139,1.653,-3.792,-7.878,8.958
63.426,2.432509,-3.165135,-7.843405,8.800806,1.753,-3.578,-7.26,8.344
63.446,2.03986,-3.107674,-8.901642,9.646652,2.077,-3.165,-7.351,8.305
63.466,2.504335,-2.566584,-9.519346,10.172364,2.374,-2.88,-8.128,8.968
63.486,1.177947,-3.165135,-10.58716,11.112767,2.039,-3.001,-9.213,9.933
63.507,1.144428,-3.596091,-11.81778,12.405705,1.717,-3.109,-10.206,10.834
63.526,1.891419,-4.180276,-12.756307,13.556384,1.68,-3.377,-11.17,11.812
63.546,1.426944,-4.735731,-11.870452,12.859663,1.41,-3.919,-11.758,12.484
63.568,2.217031,-3.409343,-8.590396,9.504407,1.67,-3.98,-11.259,12.082
63.587,1.690306,-2.059013,-8.092402,8.519603,1.806,-3.596,-10.327,11.11
63.606,0.833182,-2.456451,-9.246407,9.603352,1.542,-3.165,-9.45,10.122
63.626,0.612916,-2.705448,-9.940725,10.32052,1.338,-2.658,-8.968,9.487
63.647,0.54109,-2.537854,-8.916007,9.285939,0.919,-2.44,-9.049,9.432
63.667,1.043872,-2.394202,-7.608773,8.044582,0.758,-2.523,-8.928,9.314
63.686,1.795651,-2.317587,-7.929596,8.454233,0.998,-2.489,-8.599,9.026
63.706,2.221819,-2.777274,-9.797073,10.422685,1.401,-2.507,-8.563,9.052
63.727,2.030283,-3.452439,-11.96622,12.618708,1.773,-2.735,-9.325,9.885
63.746,1.201889,-3.529053,-11.865664,12.437553,1.812,-3.019,-10.39,10.983
63.766,0.110133,-3.284845,-10.055647,10.579148,1.391,-3.261,-10.921,11.515
63.786,0.876278,-2.829947,-8.580819,9.077825,1.055,-3.274,-10.617,11.178
63.807,1.503559,-3.093309,-8.346188,9.027075,0.923,-3.184,-9.712,10.28
63.826,1.795651,-3.117251,-8.987833,9.681051,1.071,-3.081,-8.993,9.591
63.846,2.346318,-2.767697,-8.274361,9.034954,1.63,-2.952,-8.547,9.205
63.866,2.226608,-1.719037,-7.369353,7.88798,1.968,-2.674,-8.244,8.908
63.886,1.455675,-1.56102,-6.962338,7.282165,1.956,-2.291,-7.898,8.472
63.906,0.871489,-1.541866,-7.49864,7.704962,1.725,-1.897,-7.526,7.978
63.926,0.536301,-1.786075,-9.260772,9.44667,1.273,-1.652,-7.773,8.08
63.946,-0.148441,-3.107674,-11.075577,11.504263,0.679,-1.999,-8.699,8.985
63.967,0.617704,-4.084508,-10.271125,11.070716,0.469,-2.63,-9.527,9.932
63.988,2.035071,-3.227384,-9.461885,10.202196,0.76,-3.051,-10.017,10.556
64.006,2.801216,-3.77805,-9.80665,10.87616,1.326,-3.549,-10.154,10.913
64.026,2.542642,-3.691859,-12.038046,12.845598,1.999,-3.695,-10.394,11.249
64.058,2.408567,-3.931279,-12.200851,13.042888,2.447,-3.657,-10.877,11.742
64.066,0.952892,-3.462016,-11.554418,12.099509,2.176,-3.716,-11.4,12.216
64.086,0.004788,-2.8491,-8.695741,9.15059,1.477,-3.484,-11.122,11.785
64.106,0.258574,-2.351106,-5.683835,6.156342,0.906,-3.148,-9.534,10.112
64.127,1.637634,-0.703895,-4.515464,4.854558,0.713,-2.342,-7.612,8.065
64.146,1.182736,-0.220267,-6.981492,7.084392,0.771,-1.531,-6.469,6.811
64.166,0.21069,-2.27928,-12.698846,12.903495,0.822,-1.389,-7.47,7.75
64.186,1.11091,-2.30801,-11.631032,11.909741,1.035,-1.378,-8.957,9.188
64.207,0.818817,-1.814805,-11.674128,11.842686,0.831,-1.656,-10.746,10.935
64.226,0.02873,-3.098097,-11.540052,11.948717,0.542,-2.375,-11.886,12.151
64.246,0.067038,-3.016694,-9.375694,9.849293,0.506,-2.559,-11.055,11.388
64.266,0.952892,-1.728614,-7.704541,7.953368,0.467,-2.415,-10.074,10.399
64.288,1.23062,-1.508347,-10.242394,10.425746,0.57,-2.338,-9.716,10.044
64.306,0.474052,-2.964022,-11.84651,12.220882,0.681,-2.304,-9.792,10.112
64.326,0.608127,-2.221819,-9.059659,9.347926,0.816,-2.106,-9.713,9.987
64.346,0.469264,-1.211466,-7.958326,8.063672,0.696,-1.976,-9.777,10.015
64.366,-0.134075,-1.431733,-9.054871,9.168343,0.354,-1.957,-9.48,9.7
64.386,-0.426168,-1.671153,-9.945514,10.09394,0.129,-1.634,-9.005,9.168
64.406,-0.067038,-1.661576,-9.155427,9.305223,-0.04,-1.494,-9.029,9.158
64.426,0.967257,-1.49877,-8.078036,8.27264,0.085,-1.566,-9.058,9.21
64.447,0.737414,-1.278504,-7.129933,7.281092,0.303,-1.528,-8.577,8.738
64.466,1.091756,-1.517924,-5.985504,6.270748,0.682,-1.489,-7.587,7.782
64.486,-0.296881,-1.04866,-7.465121,7.54426,0.625,-1.336,-7.165,7.342
64.506,0.023942,-2.365471,-10.405201,10.670719,0.389,-1.553,-7.746,7.942
64.528,0.507571,-3.303998,-11.410766,11.890315,0.332,-2.059,-8.817,9.094
64.546,1.771709,-3.610456,-9.184157,10.026121,0.502,-2.582,-9.616,10.033
64.566,1.628057,-3.05979,-8.8777,9.53029,0.983,-3.085,-9.969,10.529
64.586,1.37906,-3.500323,-9.318233,10.049057,1.322,-3.369,-9.698,10.374
64.606,1.393425,-3.361459,-9.303867,9.990145,1.543,-3.383,-9.171,9.899
64.626,1.053449,-3.32794,-7.120356,7.929969,1.363,-3.312,-8.655,9.375
64.646,1.58975,-2.5187,-4.151546,5.109451,1.354,-3.177,-7.474,8.27
64.666,2.868254,-0.622492,-3.591303,4.638085,1.726,-2.458,-6.042,6.917
64.686,3.878607,-0.416591,-6.766014,7.809999,2.348,-1.721,-5.407,6.372
64.706,2.13084,-2.06859,-12.885593,13.223391,2.617,-1.407,-6.849,7.695
64.726,0.071826,-4.323928,-16.112978,16.683212,2.237,-1.858,-9.839,10.589
64.746,0.976834,-2.983175,-14.647726,14.980301,1.765,-2.448,-12.603,13.174
64.766,0.986411,-1.058237,-12.612655,12.695351,1.041,-2.608,-14.065,14.396
64.786,-0.497994,-2.542642,-12.741941,13.002696,0.384,-2.727,-14.029,14.34
64.806,-0.59855,-2.815581,-10.141838,10.542421,0.217,-2.35,-12.536,12.805
64.826,1.910573,-2.097321,-7.603985,8.116011,0.45,-2.128,-10.775,11.089
64.848,4.151546,-0.742203,-7.934384,8.98558,1.241,-2.049,-9.606,10.162
64.866,3.701436,-1.067814,-10.864887,11.527646,2.291,-1.681,-9.136,9.793
64.886,0.823605,-4.371812,-12.646173,13.405848,2.647,-2.07,-9.762,10.509
64.906,2.60968,-3.624821,-9.255983,10.277304,2.822,-2.452,-10.175,11.049
64.928,3.485958,-1.881842,-8.408437,9.294893,2.655,-2.737,-10.294,11.126
64.946,1.838747,-2.106898,-11.664551,11.995072,2.189,-2.996,-10.494,11.243
64.966,2.078167,-3.007117,-11.99495,12.539552,2.503,-2.655,-10.331,11.027
64.986,2.245761,-1.455675,-9.605537,9.971398,2.412,-2.113,-10.418,10.95
65.015,1.728614,-0.493206,-7.723695,7.930121,1.973,-1.766,-10.247,10.609
65.046,-1.082179,-1.537078,-9.983821,10.159252,1.243,-1.623,-9.827,10.15
65.066,0.593762,-1.254562,-8.590396,8.701803,0.871,-1.185,-8.976,9.191
65.086,1.374272,0.081403,-7.28795,7.416837,0.654,-0.801,-8.396,8.552
65.106,0.488417,-0.076614,-7.661446,7.677381,0.344,-0.697,-8.381,8.489
65.126,0.105345,-1.312023,-9.586384,9.676325,0.64,-0.64,-8.282,8.368
65.146,1.043872,-2.092532,-10.34774,10.60868,0.753,-0.85,-8.721,8.845
65.166,1.273715,-1.565808,-10.084377,10.284394,0.728,-1.262,-9.42,9.562
65.186,0.991199,-1.905785,-8.710106,8.971089,0.854,-1.719,-9.682,9.885
65.206,0.919373,-1.651999,-7.354988,7.594089,1.057,-1.804,-9.124,9.365
65.226,1.206678,-2.13084,-6.349423,6.805271,1.098,-1.814,-8.125,8.414
65.246,1.024718,-2.705448,-6.842628,7.429069,1.035,-2.099,-7.314,7.7
65.267,1.771709,-3.016694,-6.871359,7.710705,1.231,-2.376,-6.855,7.385
65.286,2.724602,-2.896984,-6.153099,7.326431,1.682,-2.687,-6.554,7.318
65.306,3.251326,-2.466028,-7.867347,8.862706,2.193,-2.771,-6.934,7.832
65.326,2.145205,-3.040636,-9.811439,10.493412,2.473,-2.855,-7.676,8.598
65.347,1.714248,-4.52983,-11.238382,12.237616,2.459,-3.233,-8.768,9.73
65.366,2.097321,-4.606444,-9.955091,11.167896,2.302,-3.661,-9.718,10.69
65.386,2.691083,-3.964798,-7.814674,9.166825,2.162,-4.035,-9.705,10.766
65.406,3.610456,-3.514688,-7.809886,9.294232,2.528,-4.154,-9.205,10.467
65.427,1.747767,-4.855441,-10.242394,11.468943,2.537,-4.235,-8.956,10.275
65.446,1.685518,-5.497087,-11.310209,12.68778,2.434,-4.458,-9.294,10.654
65.466,2.767697,-3.883395,-11.60709,12.548523,2.453,-4.438,-10.242,11.5
65.486,1.762132,-3.552995,-11.238382,11.917639,1.991,-4.447,-11.1,12.156
65.506,-0.02873,-3.65834,-10.769119,11.373575,1.547,-4.148,-11.231,12.132
65.526,0.967257,-3.256114,-8.523358,9.175266,1.367,-3.588,-10.535,11.254
65.546,2.054225,-2.255338,-7.76679,8.344425,1.189,-3.181,-9.574,10.203
65.566,1.292869,-2.25055,-9.150639,9.511607,1.071,-2.855,-9.052,9.601
65.586,1.096544,-2.94008,-11.449073,11.871299,1.353,-2.676,-9.222,9.726
65.606,1.383849,-4.774038,-13.034034,13.949642,1.457,-3.055,-10.35,10.919
65.626,2.734178,-5.228937,-12.315774,13.656346,1.627,-3.798,-11.487,12.247
65.646,3.620033,-4.654328,-10.510546,12.051514,2.209,-4.399,-11.827,12.882
65.667,2.212242,-4.481946,-9.32781,10.582528,2.488,-4.785,-11.297,12.56
65.686,1.465251,-3.983952,-7.982268,9.040765,2.508,-4.587,-10.034,11.333
65.706,1.982399,-3.035848,-6.363788,7.324211,2.32,-4.039,-8.546,9.75
65.726,2.509123,-1.80044,-6.119579,6.854672,2.042,-3.326,-7.448,8.451
65.747,0.301669,-2.078167,-7.8865,8.161291,1.565,-2.725,-7.088,7.845
65.766,-0.167594,-3.332729,-8.470686,9.104268,1.156,-2.562,-7.21,7.861
65.786,1.991976,-3.064578,-7.905654,8.709706,1.159,-2.569,-7.596,8.208
65.806,2.39899,-2.557007,-8.437167,9.136697,1.131,-2.758,-8.175,8.778
65.827,2.557007,-2.959233,-11.118672,11.786443,1.695,-2.978,-8.983,9.684
65.846,1.431733,-3.864242,-13.321339,13.944185,2.095,-3.111,-10.196,10.894
65.866,0.723049,-4.266468,-12.210428,12.95454,1.778,-3.412,-11.272,11.955
65.886,1.340753,-2.82037,-8.413225,8.9741,1.513,-3.478,-11.266,11.915
65.908,1.388637,-1.977611,-4.975151,5.530948,1.221,-3.232,-9.73,10.351
65.926,1.244985,-1.963245,-4.994305,5.508847,1.174,-2.757,-7.648,8.242
65.946,1.493982,-2.868254,-9.227253,9.777579,1.367,-2.407,-6.903,7.448
65.966,1.446098,-5.176264,-11.449073,12.647774,1.393,-2.996,-7.661,8.366
65.988,2.944868,-4.979939,-10.098742,11.638584,1.782,-3.747,-8.942,9.893
66.007,4.132392,-4.050989,-9.390059,11.029977,2.504,-4.269,-10.041,11.274
66.026,2.236184,-4.639963,-11.300632,12.419101,2.69,-4.712,-10.56,11.934
66.046,1.312023,-5.501875,-11.405977,12.731392,2.656,-4.793,-10.549,11.955
66.076,1.934515,-3.490746,-9.11712,9.952363,2.404,-4.421,-10.303,11.533
66.086,1.374272,-1.795651,-7.493851,7.827566,1.714,-3.857,-9.829,10.733
66.106,1.216254,-1.125275,-6.325481,6.538901,1.459,-2.978,-8.586,9.263
66.126,1.958457,-0.45011,-5.880159,6.214051,1.621,-1.715,-7.204,7.633
66.146,2.705448,-0.105345,-7.522582,7.994985,1.814,-0.869,-6.806,7.144
66.166,1.355118,-1.608904,-11.808203,11.994105,1.809,-0.822,-7.884,8.186
66.186,1.029507,-3.955221,-12.50731,13.158133,1.762,-1.53,-9.43,9.84
66.206,2.858677,-2.892196,-10.979809,11.708673,1.987,-2.14,-10.704,11.214
66.228,2.633622,-2.99754,-10.596737,11.323076,1.969,-2.863,-11.473,12.046
66.247,1.244985,-4.46758,-10.338163,11.330794,1.942,-3.578,-11.106,11.88
66.266,1.963245,-3.548207,-7.311892,8.361092,2.175,-3.476,-9.807,10.681
66.286,2.221819,-1.972822,-5.276821,6.055852,2.016,-3.247,-8.381,9.268
66.307,0.90022,-2.063802,-6.186617,6.583609,1.583,-3.013,-7.278,8.083
66.326,0.474052,-3.284845,-7.388506,8.099689,1.39,-2.717,-6.541,7.275
66.346,2.202666,-2.877831,-8.082825,8.858087,1.45,-2.55,-6.734,7.399
66.366,4.185065,-2.873042,-10.041282,11.25151,1.94,-2.775,-7.925,8.698
66.387,4.185065,-4.10845,-13.594277,14.805354,2.762,-3.286,-9.777,10.754
66.406,2.647987,-5.434838,-15.5671,16.699817,3.305,-3.824,-11.821,12.904
66.426,1.934515,-4.750096,-13.503298,14.444542,3.238,-4.292,-13.177,14.3
66.446,-0.35913,-4.702212,-9.404425,10.520598,2.102,-4.749,-13.017,14.118
66.468,-0.670376,-4.367024,-4.261679,6.138584,0.888,-4.814,-10.684,11.951
66.486,2.260126,-1.867477,-0.833182,3.047923,0.791,-3.922,-7.001,8.538
66.506,4.501099,-0.148441,-2.48997,5.146054,1.433,-2.771,-4.247,6.213
66.526,1.972822,-2.006341,-9.725247,10.124123,2.016,-2.097,-4.328,6.114
66.547,1.757344,-4.884171,-14.690822,15.580874,2.623,-2.227,-6.935,8.475
66.566,2.509123,-4.323928,-14.609419,15.441087,2.685,-2.841,-10.379,11.573
66.586,0.713472,-4.434062,-13.10586,13.854007,1.738,-3.912,-13.033,13.75
66.606,1.024718,-4.141969,-10.639832,11.463507,1.501,-4.446,-13.262,14.085
66.627,1.929727,-3.016694,-7.833828,8.613544,1.544,-3.979,-11.547,12.343
66.646,1.728614,-2.422932,-7.776367,8.326499,1.349,-3.504,-9.839,10.564
66.666,2.94008,-2.293645,-8.504205,9.285816,1.906,-2.969,-8.689,9.422
66.686,2.451663,-1.546654,-8.12592,8.627477,2.263,-2.32,-8.06,8.713
66.707,1.968034,-1.867477,-7.905654,8.358229,2.272,-2.033,-8.078,8.65
66.726,0.632069,-2.164358,-9.074024,9.349967,1.998,-1.968,-8.402,8.905
66.746,0.555455,-3.074155,-10.141838,10.612061,1.402,-2.163,-8.812,9.237
66.766,1.23062,-3.313575,-10.060435,10.663328,1.097,-2.605,-9.296,9.746
66.786,2.336741,-2.604892,-10.515334,11.082331,1.189,-2.789,-9.948,10.427
66.806,2.169147,-2.30801,-11.640609,12.063825,1.573,-2.825,-10.59,11.105
66.826,0.407014,-2.576161,-11.410766,11.705034,1.536,-2.701,-10.907,11.379
66.846,0.814029,-1.49877,-8.705317,8.870824,1.432,-2.247,-10.568,10.931
66.867,0.416591,-0.292093,-6.502652,6.522526,0.952,-1.669,-9.565,9.791
66.886,0.033519,-1.13964,-7.149086,7.23943,0.418,-1.377,-8.442,8.584
66.906,0.497994,-2.135628,-7.584831,7.895477,0.441,-1.267,-7.485,7.632
66.926,1.005565,-1.714248,-7.809886,8.058792,0.488,-1.32,-7.262,7.429
66.946,1.403002,-1.771709,-9.030929,9.309406,0.735,-1.69,-7.894,8.126
66.966,1.517924,-2.197877,-10.989386,11.309348,1.106,-1.955,-8.854,9.143
66.986,1.096544,-2.681506,-12.277467,12.614637,1.256,-2.091,-10.027,10.323
67.006,0.196325,-3.20823,-11.525687,11.965481,1.053,-2.465,-10.956,11.3
67.027,0.885855,-2.753332,-8.259995,8.751748,0.924,-2.71,-10.763,11.16
67.046,0.804452,-2.102109,-6.244078,6.637358,0.746,-2.686,-9.577,9.992
67.066,1.608904,-1.565808,-7.465121,7.795406,0.874,-2.407,-8.374,8.788
67.086,1.599327,-3.189077,-12.191275,12.702568,1.225,-2.403,-8.54,8.972
67.106,1.49877,-4.223372,-13.22557,13.9642,1.378,-2.77,-9.782,10.275
67.126,1.082179,-2.992752,-9.275137,9.805909,1.447,-2.993,-10.539,11.067
67.146,1.613692,-1.781286,-6.670246,7.090075,1.448,-3.047,-10.341,10.891
67.166,1.398214,-1.082179,-5.78918,6.053158,1.398,-2.52,-8.74,9.228
67.187,0.038307,-1.786075,-9.974244,10.132969,1.033,-1.911,-7.927,8.271
67.206,-0.086191,-3.519476,-11.793838,12.308077,0.741,-2.042,-8.557,8.896
67.226,1.254562,-1.623269,-8.652645,8.892536,0.651,-2.003,-9.053,9.347
67.246,1.312023,-0.153229,-9.471462,9.563131,0.63,-1.771,-9.973,10.224
67.267,0.622492,-1.431733,-11.18571,11.294134,0.776,-1.682,-10.276,10.514
67.286,-0.555455,-2.346318,-13.876793,14.084712,0.658,-1.389,-10.797,10.959
67.306,-0.627281,-3.485958,-12.909535,13.386616,0.188,-1.854,-11.861,12.082
67.326,1.077391,-2.604892,-9.294291,9.712366,0.129,-2.467,-11.817,12.119
67.346,2.183512,-1.608904,-6.330269,6.886843,0.52,-2.512,-10.603,11.018
67.366,1.187524,-0.790087,-6.799533,6.947525,0.955,-2.122,-8.833,9.233
67.386,0.699107,-1.082179,-9.121908,9.212441,1.287,-1.522,-7.887,8.19
67.406,0.483629,-1.656788,-12.708423,12.825087,1.138,-1.284,-8.74,8.968
67.429,0.770933,-2.762909,-11.812991,12.156264,0.785,-1.573,-10.111,10.285
67.446,0.737414,-2.418144,-8.825027,9.179995,0.673,-1.98,-10.617,10.843
67.466,1.924938,-2.336741,-7.206547,7.816653,0.979,-2.294,-10.138,10.495
67.486,2.169147,-1.781286,-8.470686,8.923603,1.401,-2.325,-9.079,9.519
67.506,1.757344,-2.5187,-12.435484,12.809113,1.647,-2.264,-9.234,9.682
67.526,-0.191536,-3.280056,-12.86644,13.279335,1.415,-2.479,-10.245,10.707
67.546,1.063026,-2.260126,-8.700529,9.051928,1.199,-2.46,-10.618,11.016
67.566,1.244985,-0.933739,-5.750873,5.957717,0.968,-2.248,-9.938,10.275
67.587,2.092532,-0.885855,-4.055778,4.648953,1.052,-1.84,-7.843,8.235
67.606,0.804452,-0.957681,-6.469133,6.588928,1.301,-1.259,-6.244,6.562
67.626,1.029507,-2.504335,-10.314221,10.663711,1.293,-1.32,-6.648,6.965
67.646,1.412579,-3.533842,-13.072341,13.615047,1.335,-1.97,-8.478,8.879
67.667,1.862689,-3.734955,-13.393165,14.028412,1.277,-2.683,-10.812,11.224
67.686,1.426944,-3.744531,-12.3876,13.019613,1.433,-3.379,-12.292,12.832
67.706,1.383849,-3.404555,-10.869676,11.47414,1.522,-3.604,-12.431,13.034
67.726,1.264138,-2.925714,-8.719683,9.283896,1.484,-3.452,-11.343,11.952
67.747,1.695095,-2.221819,-7.398083,7.908316,1.443,-3.074,-9.844,10.422
67.766,1.786075,-2.245761,-7.206547,7.756792,1.532,-2.699,-8.549,9.106
67.786,2.365471,-2.355895,-7.8865,8.564028,1.778,-2.437,-7.803,8.378
67.806,2.111686,-2.312799,-10.620679,11.072808,1.99,-2.284,-8.278,8.826
67.826,1.086968,-3.361459,-12.799402,13.278012,1.838,-2.569,-9.628,10.168
67.846,0.627281,-3.864242,-12.689269,13.279435,1.548,-2.974,-10.999,11.549
67.866,0.675165,-4.118027,-11.525687,12.257873,1.125,-3.414,-11.909,12.472
67.886,0.263362,-3.543418,-9.035717,9.709241,0.663,-3.722,-11.513,12.131
67.907,1.407791,-2.796427,-7.350199,7.9892,0.743,-3.581,-10.15,10.809
67.926,2.499547,-2.169147,-6.569689,7.356205,1.211,-3.157,-8.62,9.328
67.946,2.681506,-1.594538,-7.570466,8.1881,1.713,-2.526,-7.632,8.311
67.966,1.905785,-2.288857,-9.461885,9.919584,2.124,-2.212,-7.738,8.363
67.986,1.254562,-2.834735,-10.366894,10.82045,2.085,-2.222,-8.492,9.071
68.006,0.833182,-3.026271,-10.0748,10.552446,1.669,-2.436,-9.369,9.87
68.026,1.513135,-3.476381,-9.643845,10.362362,1.377,-2.907,-9.887,10.414
68.046,2.015918,-3.356671,-9.289502,10.080973,1.404,-3.174,-9.844,10.454
68.074,2.102109,-2.930503,-9.974244,10.606236,1.616,-3.197,-9.746,10.401
68.086,1.556231,-2.992752,-9.284714,9.878478,1.797,-3.189,-9.548,10.232
68.106,1.833959,-2.523489,-6.789956,7.472275,1.877,-2.951,-8.835,9.51
68.126,1.551443,-2.063802,-5.511452,6.086243,1.761,-2.628,-7.89,8.511
68.146,1.211466,-1.900996,-7.043741,7.395656,1.538,-2.37,-7.157,7.708
68.166,1.340753,-2.877831,-10.472239,10.942911,1.484,-2.342,-7.454,7.974
68.186,2.173935,-4.946421,-12.694057,13.796093,1.569,-2.947,-8.93,9.555
68.206,2.710236,-4.893748,-11.81778,13.074941,1.859,-3.655,-10.507,11.302
68.227,3.174711,-3.399766,-10.041282,11.06637,2.35,-4.029,-11.256,12.22
68.246,2.221819,-3.347094,-9.500193,10.314707,2.57,-4.147,-11.013,12.063
68.266,0.42138,-3.457227,-8.987833,9.639042,2.132,-3.774,-10.087,11.024
68.286,1.719037,-2.126051,-6.890512,7.41312,1.884,-3.083,-8.855,9.608
68.307,2.001553,-0.497994,-5.60722,5.97454,1.591,-2.357,-7.746,8.335
68.326,1.814805,-0.11971,-6.143522,6.407082,1.489,-1.55,-6.907,7.358
68.346,1.273715,-0.68953,-10.036493,10.140464,1.702,-0.858,-7.169,7.484
68.366,0.071826,-2.82037,-13.488933,13.780818,1.29,-1.032,-8.819,9.076
68.387,1.082179,-3.074155,-12.885593,13.291352,1.061,-1.676,-10.639,10.905
68.406,1.120486,-2.829947,-11.142614,11.550841,0.887,-2.354,-11.888,12.191
68.426,1.144428,-4.194642,-8.499416,9.54698,0.855,-3.23,-11.504,12.043
68.446,2.082955,-4.338294,-7.264008,8.713513,1.358,-3.609,-9.948,10.776
68.467,2.834735,-3.797204,-8.173804,9.448045,1.796,-3.79,-8.77,9.815
68.486,3.280056,-4.496311,-9.332599,10.866139,2.336,-4.207,-8.317,9.644
68.506,2.595315,-4.999093,-7.929596,9.726514,2.698,-4.408,-8.175,9.689
68.526,3.05979,-3.529053,-6.339846,7.874654,2.942,-4.205,-7.944,9.479
68.547,3.045424,-1.872266,-6.933608,7.800956,2.995,-3.724,-7.634,9.067
68.566,2.365471,-2.782062,-8.240842,9.013701,2.766,-3.296,-7.361,8.604
68.586,1.388637,-3.217807,-10.376471,10.952339,2.465,-2.85,-7.973,8.91
68.606,1.125275,-2.710236,-11.559206,11.925891,1.981,-2.646,-9.278,9.923
68.627,1.043872,-2.274492,-12.320562,12.572161,1.481,-2.746,-10.624,11.116
68.646,1.340753,-2.949656,-11.688493,12.12926,1.225,-2.788,-11.486,11.895
68.666,1.024718,-3.691859,-11.473015,12.095864,1.134,-2.907,-11.76,12.181
68.686,1.58975,-3.567361,-10.654198,11.347479,1.25,-3.121,-11.534,12.036
68.706,1.805228,-3.687071,-7.536947,8.582477,1.44,-3.474,-10.338,11.039
68.726,2.691083,-2.748544,-6.890512,7.891488,1.778,-3.424,-9.139,9.979
68.746,2.336741,-3.380613,-8.154651,9.131661,2.106,-3.346,-8.309,9.238
68.766,1.762132,-4.515464,-8.75799,10.009841,2.149,-3.583,-7.835,8.904
68.786,2.533065,-4.132392,-7.307104,8.768515,2.331,-3.694,-7.778,8.95
68.806,3.44765,-3.308787,-6.631939,8.174165,2.52,-3.834,-7.713,9.021
68.826,3.481169,-4.122815,-8.595184,10.148563,2.806,-4.02,-7.823,9.275
68.846,2.753332,-5.358223,-12.737153,14.089942,3.054,-4.231,-8.818,10.295
68.866,2.260126,-5.693412,-12.650962,14.055958,2.986,-4.621,-10.154,11.617
68.886,2.035071,-4.118027,-9.65821,10.69489,2.632,-4.823,-10.91,12.247
68.906,1.881842,-3.423708,-6.924031,7.950177,2.233,-4.648,-10.493,11.698
68.926,1.714248,-3.53863,-5.200206,6.519409,1.973,-4.193,-8.608,9.805
68.946,2.466028,-3.878607,-5.865794,7.452008,2.024,-3.74,-6.912,8.154
68.966,3.519476,-4.266468,-7.354988,9.202462,2.395,-3.777,-6.336,7.781
68.986,3.394978,-3.983952,-7.881712,9.461455,2.774,-3.917,-6.576,8.159
69.006,2.331953,-3.945644,-8.580819,9.728133,2.928,-4.019,-7.421,8.961
69.028,2.154782,-3.806781,-8.75799,9.78964,2.85,-4.001,-8.144,9.545
69.046,2.011129,-4.118027,-9.849746,10.863714,2.473,-3.964,-8.768,9.961
69.066,1.886631,-4.908113,-10.271125,11.538846,2.096,-4.195,-9.365,10.48
69.086,2.087744,-4.74052,-9.888053,11.162652,2.035,-4.393,-9.692,10.839
69.108,2.930503,-4.007894,-8.250419,9.629146,2.229,-4.444,-9.565,10.799
69.126,2.552219,-3.428497,-8.566454,9.573533,2.364,-4.271,-9.244,10.476
69.146,2.973598,-3.217807,-8.992621,10.00319,2.636,-3.849,-8.924,10.092
69.166,1.532289,-3.126827,-9.979033,10.569109,2.497,-3.445,-8.947,9.944
69.188,0.794875,-3.701436,-9.318233,10.057929,1.963,-3.369,-9.214,10.051
69.207,1.235408,-3.213019,-7.8865,8.605034,1.634,-3.315,-9.044,9.809
69.226,2.30801,-3.394978,-7.326257,8.398026,1.468,-3.359,-8.628,9.408
69.246,2.896984,-3.562572,-9.054871,10.152592,1.809,-3.468,-8.396,9.303
69.267,3.126827,-4.304775,-11.142614,12.347712,2.392,-3.619,-8.853,9.876
69.287,3.098097,-3.77805,-10.840945,11.891088,2.857,-3.76,-9.591,10.697
69.306,1.968034,-3.1795,-11.224017,11.830509,2.772,-3.706,-10.566,11.556
69.326,0.579397,-3.835511,-10.721235,11.401392,2.193,-3.774,-10.982,11.868
69.348,1.039083,-3.213019,-8.963891,9.578858,1.671,-3.502,-10.438,11.175
69.366,1.872266,-2.705448,-7.441179,8.136091,1.365,-3.233,-9.588,10.237
69.386,1.460463,-2.375048,-7.393295,7.901558,1.238,-3.032,-8.63,9.255
