latitude,longitude,track_id, direction
6.78841756801,79.8970143547,4,92.2
6.78886903153,79.8982842928,4,5.6000000000000005
6.78893369381,79.89855403,4,20.3
6.78930119587,79.8990138128,4,26.0
6.78991587561,79.8994507435,4,41.5
6.79070157429,79.899954523,4,233.4
6.79109539577,79.9002939269,4,65.3
6.79134231557,79.9004019518,4,128.3
6.79154304851,79.9005370903,4,296.40000000000003
6.79131834334,79.9006496816,4,323.20000000000005
6.78843403232,79.8964487039,5,29.3
6.78886637213,79.8963759393,5,220.10000000000002
6.7894198836,79.8964818905,5,81.9
6.78984498784,79.8963937409,5,358.5
6.79051164187,79.8965316274,5,164.20000000000002
6.7909209984,79.8969705839,5,150.5
6.79125133299,79.8974533387,5,74.2
6.79189189359,79.8978511209,5,217.4
6.79158727712,79.8988375113,5,357.70000000000005
6.79201605144,79.8994741895,5,170.4
6.7924177603,79.899522844,5,51.800000000000004
6.79226458473,79.9000349115,5,288.7
6.7920771243,79.9006694148,5,265.2
6.7914017831,79.9008244973,6,164.70000000000002
6.79159761972,79.900785973,6,161.0
6.79152070548,79.9013174342,6,223.8
6.79134815282,79.9015311465,6,61.800000000000004
6.79133930602,79.9020896425,6,357.5
6.79142372296,79.9024048273,6,321.70000000000005
6.79180051858,79.9028094208,6,84.5
6.79189838321,79.9030275201,6,172.5
6.79245005001,79.9033607883,6,322.6
6.79281212824,79.9033726598,6,267.6
6.79315357785,79.9033247951,6,15.0
6.79375933384,79.9032996747,6,172.3
6.7942230081,79.9035655909,6,162.20000000000002
6.79471089354,79.9035075536,6,176.0
6.79496853553,79.9035443773,6,21.0
6.79501848796,79.9037615003,6,26.400000000000002
6.79502870019,79.9037622752,6,1.3
6.79134748981,79.9005384924,7,3.5
6.79186872008,79.9006382792,7,234.4
6.79225166407,79.9007383524,7,12.4
6.79231279133,79.9006548316,8,282.7
6.79237302597,79.9003138731,8,286.6
6.7928772622,79.900409502,8,26.8
6.79287477148,79.9004944683,8,313.70000000000005
6.79361776986,79.900298159,8,195.0
6.79390985876,79.9002201872,9,277.1
6.79408093844,79.900221962,9,93.60000000000001
6.79442244879,79.9004703046,9,7.4
6.79468573725,79.9002412137,9,37.7
6.79479233916,79.9003604881,9,266.6
6.79518533405,79.9005276023,9,185.3
6.79528046806,79.9002598285,9,121.4
6.7953082659,79.9004832748,10,315.5
6.79503694191,79.9002476515,10,28.0
6.79538802521,79.9003801391,10,265.90000000000003
6.79631666913,79.9004139167,10,140.6
6.79648190078,79.9003594673,10,128.5
6.79672293147,79.9004662852,10,15.5
6.79710671327,79.900655688,10,225.8
6.79773838682,79.9004627182,10,48.2
6.79793936565,79.9006780961,10,147.20000000000002
6.79838942929,79.9008280166,10,12.200000000000001
6.79881805253,79.9010068975,10,124.4
6.79508117646,79.9003718435,11,225.10000000000002
6.79509181395,79.9002950696,11,63.1
6.79501762759,79.9005437891,11,4.1000000000000005
6.79498292707,79.9006300333,11,239.60000000000002
6.79517501766,79.9006459144,11,243.8
6.79504504846,79.9006996601,11,61.5
6.79511546043,79.9009409901,11,252.0
6.79506901523,79.9010485778,11,186.0
6.79492975379,79.9012506111,11,195.4
6.79477895921,79.901065291,11,86.5
6.7948515091,79.9011826011,11,162.5
6.79467785018,79.9014398355,11,307.90000000000003
6.79455925793,79.90177441,11,170.0
6.79490143153,79.902131101,11,216.20000000000002
6.79509406493,79.9023816158,11,153.20000000000002
6.79530489256,79.9027725424,11,29.5
6.79535181914,79.9028426249,11,11.9
6.7956213037,79.903195375,11,157.3
6.79542111982,79.9033716669,11,111.80000000000001
6.79533750989,79.9036309225,11,306.7
6.79532503068,79.9036211759,11,284.2
6.7953644351,79.9001164495,1,60.400000000000006
6.79532903383,79.8999511503,1,354.8
6.79538303831,79.8996576105,1,222.0
6.79554041143,79.89928,1,123.4
6.79565878245,79.8987047133,1,5.4
6.79594277115,79.8981488964,1,223.9
6.79574657405,79.8982254154,1,14.4
6.7958757392,79.8978006364,1,256.8
6.79593930948,79.8973346303,1,352.20000000000005
6.79618061106,79.8970650353,1,259.3
6.79637242858,79.8964466045,1,86.5
6.79620384676,79.8960087613,1,102.7
6.79637172168,79.8955537845,1,149.6
6.79661459079,79.895011462,1,294.0
6.79676271882,79.8940524652,1,103.30000000000001
6.7970731405,79.8932518371,1,354.70000000000005
6.79729042792,79.8923026357,1,197.70000000000002
6.79776763822,79.8903303479,1,184.5
6.79772444026,79.8897978112,1,341.1
6.79784301869,79.8909915225,1,114.9
6.79777054882,79.8917264625,1,83.7
6.79801349185,79.8901149453,1,59.1
6.79779572682,79.8891578827,1,96.0
6.79758270644,79.8889770561,1,108.10000000000001
6.79759290575,79.8887216496, 2,98.7
6.79710327923,79.88849981, 2,59.0
6.79695782718,79.8886676842, 2,258.1
6.79669605197,79.8884100322, 2,237.70000000000002
6.79621523123,79.8883639414, 2,358.0
6.79630921205,79.8883787423, 2,19.5
6.79598216568,79.8881382925, 2,276.1
6.79553116975,79.8880575677, 2,176.3
6.79542762615,79.8881181951, 2,170.4
6.79535303126,79.8879939376, 2,54.6
6.79506753355,79.8880489948, 2,86.60000000000001
6.79517748519,79.8878314638, 2,161.60000000000002
6.79497369657,79.8878481261, 2,14.8
6.79462939581,79.8876473313, 2,351.1
6.79432156639,79.8876176325, 2,44.1
6.79418244272,79.8875119838, 2,162.0
6.7940439797,79.8874338084, 2,152.70000000000002
6.79379024308,79.8872577453, 2,199.8
6.7936769765,79.8873924549, 2,357.90000000000003
6.7935959305,79.8871810297, 2,199.60000000000002
6.79317255537,79.887215692, 2,296.8
6.7929715939,79.8870165129, 2,93.2
6.79279652776,79.887072334, 2,234.70000000000002
6.79281690436,79.8870626645, 2,33.4
6.79248385171,79.8869904831, 2,219.5
6.79226048574,79.8867516415, 2,296.0
6.7921494562,79.8866656485, 2,14.9
6.79212475765,79.8867027607, 2,265.2
6.791837111,79.8867280367, 2,334.3
6.79157374438,79.8864224896, 2,90.10000000000001
6.79130003575,79.8864458787, 2,141.20000000000002
6.79133674804,79.8865248949, 2,150.70000000000002
6.79095959706,79.8861621845, 2,303.6
6.79058694642,79.8862812887, 2,248.70000000000002
6.7906049413,79.8860681756, 2,112.5
6.79038556981,79.8861558432, 2,347.40000000000003
6.79007799009,79.8859446676, 2,335.8
6.78982201906,79.8858940871, 2,330.0
6.789491483,79.8858466016, 2,308.40000000000003
6.78921070053,79.8855312216, 2,53.800000000000004
6.78919056191,79.8856299594, 2,139.8
6.78884762742,79.8853170977, 2,131.3
6.7887255248,79.8852847716, 2,122.2
6.78816926952,79.8851385554, 2,245.70000000000002
6.78812056576,79.8854605884, 3,322.5
6.78789884915,79.8857313336, 3,144.20000000000002
6.78788156413,79.8859962671, 3,222.9
6.78780205321,79.8859930225, 3,178.9
6.78774237393,79.8862359291, 3,359.8
6.78786256271,79.8866231934, 3,189.70000000000002
6.78789239379,79.8868199932, 3,56.2
6.78785373576,79.887013113, 3,347.0
6.78772253971,79.8875575616, 3,15.8
6.78777790412,79.887923458, 3,70.2
6.78791506093,79.8879912844, 3,21.200000000000003
6.78804694359,79.8883276952, 3,141.1
6.78804736804,79.8888408324, 3,68.5
6.78784869558,79.8888366222, 3,263.90000000000003
6.78800369157,79.889139071, 3,313.70000000000005
6.78816910298,79.8896388904, 3,118.4
6.78818394844,79.890045034, 3,122.60000000000001
6.78800491622,79.8903248149, 3,234.3
6.78799945586,79.890701964, 3,332.90000000000003
6.7882101185,79.890951523, 3,314.0
6.78815820235,79.8911732177, 3,303.40000000000003
6.78824796231,79.8915129966, 3,105.5
6.78802490449,79.8919166282, 3,220.10000000000002
6.78820571881,79.8923566475, 3,242.70000000000002
6.78814210697,79.8927683372, 3,79.0
6.788268638,79.8928895185, 3,144.4
6.78814765072,79.8933857645, 3,228.70000000000002
6.78833491133,79.8935803662, 3,194.60000000000002
6.78807247557,79.8939378271, 3,192.10000000000002
6.7877548007,79.8943380913,3,271.3
6.78800452132,79.8948184789,3,69.0
6.78812649595,79.8953202624,3,132.9
6.78795401469,79.8952866453,3,57.900000000000006
6.78809932489,79.8957723875,3,359.5
6.78843365418,79.8963423785,4,227.9
6.78829812373,79.8970983656,4,24.8
6.78873446584,79.8981723826,4,45.7
6.78908141037,79.8987730178,4,266.40000000000003
6.78929837192,79.8991586944,4,62.6
6.7898728373,79.8995283891,4,96.10000000000001
6.79062037342,79.8999957175,4,76.10000000000001
6.79096359306,79.9001520524,4,258.6
6.7912106478,79.9005325975,4,48.7
6.79160079658,79.9007252212,4,213.70000000000002
6.79160025693,79.9006817221,4,270.0
6.78842141668,79.8964779744,5,309.3
6.78874846996,79.89636284,5,311.6
6.78965728421,79.8965194375,5,354.8
6.78989060306,79.896585103,5,331.0
6.79046087879,79.8965572505,5,109.4
6.79075967397,79.8967840545,5,99.2
6.79141374281,79.8972863426,5,115.0
6.79172729693,79.8978421049,5,303.0
6.79175973461,79.8986120523,5,51.6
6.79189053602,79.8994590367,5,93.7
6.7922597987,79.8994239451,5,345.8
6.79219425303,79.8999641554,5,303.8
6.79235481222,79.9006069955,5,28.6
6.79142946167,79.9006881664,6,351.70000000000005
6.79137030096,79.9010175466,6,39.0
6.79151999811,79.9012591673,6,156.4
6.79132396641,79.901422249,6,124.10000000000001
6.79136187028,79.9020746817,6,248.3
6.79161398736,79.9024095236,6,194.20000000000002
6.7917774545,79.9026923294,6,58.7
6.79181597828,79.9030584166,6,88.0
6.79226670154,79.9034287959,6,186.4
6.79303613579,79.9032315823,6,98.4
6.79332652508,79.903319758,6,311.3
6.79371290633,79.9032795479,6,105.60000000000001
6.79405508188,79.9035904832,6,216.4
6.79470643323,79.9036956219,6,356.0
6.7947708211,79.9035234094,6,26.900000000000002
6.79512483702,79.9035266324,6,253.4
6.79501498231,79.903743539,6,326.20000000000005
6.79135429413,79.9005247606,7,303.90000000000003
6.79198507534,79.9007645481,7,260.1
6.79209162937,79.9005754031,7,31.0
6.79237597447,79.9006167274,8,309.40000000000003
6.79252929194,79.9004184939,8,5.300000000000001
6.79272494844,79.9003232911,8,5.9
6.79295970701,79.9004980713,8,271.5
6.79350711577,79.9004623803,8,119.2
6.79385041088,79.9002538858,9,162.4
6.79415705044,79.9004680797,9,82.0
6.79422227192,79.9001714965,9,98.4
6.79458847398,79.9003248325,9,335.5
6.79488683754,79.9001790791,9,126.2
6.79519399156,79.9005117291,9,344.5
6.79502648163,79.9002432818,9,118.30000000000001
6.79498465048,79.9002727823,10,143.0
6.79504635802,79.9003179297,10,209.9
6.79542246991,79.9004875176,10,302.1
6.7963250537,79.9003003791,10,5.1000000000000005
6.79667881389,79.9003627791,10,246.3
6.79682854255,79.9006436017,10,98.7
6.797305378,79.9004142612,10,91.10000000000001
6.79768664984,79.900655195,10,250.0
6.79809850411,79.9005578066,10,52.1
6.7985728046,79.9006973838,10,140.5
6.79861509756,79.9009924932,10,15.4
6.79511923506,79.9003470015,11,132.70000000000002
6.79522072493,79.9003676091,11,299.8
6.79513538905,79.900492667,11,226.0
6.79519639574,79.9006718534,11,33.4
6.79492160312,79.9005917467,11,13.600000000000001
6.7948928877,79.9008840868,11,34.800000000000004
6.79485992376,79.9007295685,11,147.20000000000002
6.79504127043,79.9011499542,11,159.4
6.79490536838,79.9009648102,11,317.1
6.79493579547,79.9012929325,11,6.2
6.79482258454,79.9012358751,11,97.7
6.79488705001,79.9015965522,11,146.0
6.79464693629,79.9016557972,11,96.80000000000001
6.79459352125,79.9021918678,11,191.5
6.7950717655,79.9023113709,11,154.3
6.79521685523,79.9028119632,11,31.200000000000003
6.79541080605,79.9030235195,11,253.70000000000002
6.79553039533,79.9031001617,11,278.3
6.79542978434,79.9033496684,11,272.90000000000003
6.79536675925,79.9036971674,11,234.8
6.7950393435,79.9037461264,11,36.6
6.79510142424,79.9003086004,1,93.0
6.79519081575,79.9001108931,1,7.1000000000000005
6.79548280756,79.8994037559,1,23.6
6.79548019728,79.8992719516,1,88.10000000000001
6.79561230542,79.8987331211,1,145.5
6.79588946309,79.8982032235,1,308.70000000000005
6.79596470971,79.8982654049,1,21.6
6.79571219492,79.8978545663,1,311.20000000000005
6.79583523208,79.8974327263,1,311.1
6.79602564705,79.8968083717,1,315.8
6.79631573653,79.8966124741,1,174.9
6.79649943564,79.8959735259,1,122.4
6.79653748366,79.8957063354,1,341.3
6.79653571856,79.8948086711,1,54.7
6.79689581767,79.8940466988,1,91.5
6.79692539354,79.8934120816,1,310.3
6.79726218311,79.8923650265,1,342.70000000000005
6.79770514577,79.8904066016,1,258.6
6.79766519215,79.8897120833,1,177.5
6.79789689293,79.8908455891,1,311.8
6.79767190922,79.8918156466,1,213.9
6.79792608059,79.8901926975,1,135.4
6.79761547906,79.889175034,1,92.4
6.79769631426,79.8890000374,1,179.0
6.79766296922,79.8886398962, 2,178.0
6.79735211355,79.8888070915, 2,228.0
6.79673432547,79.8887335765, 2,333.40000000000003
6.79666945944,79.8884136462, 2,120.7
6.79626822032,79.8883727726, 2,297.0
6.79617028842,79.8883602572, 2,270.7
6.7957738591,79.8881649899, 2,237.9
6.79579795145,79.8880452481, 2,201.20000000000002
6.79555769612,79.8881479542, 2,17.900000000000002
6.79542485916,79.8879242987, 2,158.3
6.79510928871,79.8878360095, 2,298.8
6.79509190749,79.8878006566, 2,171.5
6.79472885788,79.8879199339, 2,174.5
6.79469996662,79.8877417075, 2,223.5
6.79454097897,79.8875602629, 2,147.6
6.79417574515,79.8873557362, 2,52.7
6.79417426264,79.8875420477, 2,288.8
6.79392491641,79.8873448101, 2,317.3
6.7936424018,79.8871666353, 2,34.4
6.79335322639,79.8871541079, 2,107.80000000000001
6.79322570159,79.8870558199, 2,283.7
6.79307575351,79.8871495264, 2,97.9
6.79303662916,79.8869769524, 2,202.0
6.79277333295,79.8870203479, 2,326.6
6.79265733665,79.8867749066, 2,21.900000000000002
6.79220746497,79.8867234265, 2,131.3
6.79211588437,79.8866177322, 2,29.200000000000003
6.79195425766,79.8867661352, 2,91.80000000000001
6.79177848403,79.8866065924, 2,199.3
6.79168376147,79.8866222587, 2,207.5
6.79137740782,79.8863315053, 2,180.70000000000002
6.79106147889,79.8862771126, 2,142.1
6.79104388255,79.8862299243, 2,354.40000000000003
6.79087750099,79.8861869975, 2,185.4
6.79064961748,79.886116551, 2,288.0
6.79031170426,79.8859607917, 2,72.0
6.79012494119,79.8859220748, 2,81.7
6.7898235989,79.8859533427, 2,260.40000000000003
6.78956846765,79.8856106254, 2,121.2
6.78939342652,79.8856167949, 2,238.3
6.78925422822,79.8856123829, 2,2.4000000000000004
6.78907396434,79.8854393781, 2,231.20000000000002
6.78880841483,79.8853283818, 2,240.20000000000002
6.78823378377,79.8850909266, 2,340.20000000000005
6.78812437906,79.8856553913, 3,255.3
6.78790144436,79.8856538532, 3,261.5
6.78803396843,79.8858969411, 3,358.0
6.78794628043,79.886256762, 3,4.3
6.78794202937,79.8864604798, 3,269.0
6.78785196679,79.8865820358, 3,238.9
6.78774893582,79.8868421763, 3,212.3
6.7876964566,79.8871809902, 3,344.70000000000005
6.78786446054,79.8875527407, 3,129.20000000000002
6.7878748013,79.8877155533, 3,55.900000000000006
6.78797045586,79.8879865798, 3,37.9
6.78799112472,79.8884078571, 3,183.9
6.78786415444,79.8887113672, 3,94.2
6.78801748605,79.8889632514, 3,228.4
6.78784495189,79.8894604919, 3,253.20000000000002
6.78787065924,79.8896525049, 3,318.6
6.78800450859,79.8899602583, 3,254.9
6.78813531071,79.8901691112, 3,156.3
6.7880819246,79.8906993707, 3,69.5
6.78829875379,79.8910340558, 3,34.4
6.78812926551,79.8913830636, 3,152.8
6.78813089226,79.8915428982, 3,312.8
6.78797381566,79.891813173, 3,203.60000000000002
6.78821373251,79.8921938104, 3,290.1
6.78817502559,79.8928199283, 3,252.9
6.78809503767,79.8931211321, 3,60.7
6.78812756477,79.8931712397, 3,175.60000000000002
6.78829754689,79.8937220031, 3,66.10000000000001
6.78817776988,79.8940664987, 3,197.60000000000002
6.78785131559,79.8942446439,3,104.0
6.78816347422,79.8946587182,3,355.90000000000003
6.78802707543,79.8952048736,3,213.10000000000002
6.78799727165,79.8951986405,3,171.3
6.78828308188,79.8958980212,3,207.0
6.78830257485,79.8963236541,4,53.7
6.78831258515,79.8969780161,4,111.60000000000001
6.7888213571,79.8981120743,4,230.8
6.78914199414,79.8985020388,4,270.0
6.78912137415,79.8991094515,4,211.3
6.78989738993,79.8995208047,4,304.3
6.79073360682,79.8998868438,4,309.1
6.79117034863,79.9002498904,4,246.20000000000002
6.79135221272,79.9007029775,4,14.5
6.79156863398,79.9008282105,4,57.7
6.79155793255,79.9006452702,4,122.2
6.78839947206,79.8965213022,5,178.8
6.78888048685,79.8965316045,5,191.9
6.78968246844,79.8965321361,5,187.5
6.79012408398,79.8965169993,5,12.600000000000001
6.79029198967,79.8966342219,5,17.7
6.79092748439,79.896855325,5,32.5
6.79138660834,79.897345627,5,202.60000000000002
6.79159745962,79.8979191189,5,229.60000000000002
6.79185407037,79.8986055055,5,342.0
6.79197674686,79.899294867,5,31.400000000000002
6.79210259489,79.8997143624,5,105.4
6.79219367194,79.8998464727,5,225.0
6.79209205588,79.9006304138,5,89.9
6.79155535092,79.9006558837,6,257.1
6.79134711137,79.9009799988,6,255.0
6.79144881435,79.9012284071,6,305.1
6.79153962577,79.9015020305,6,227.8
6.79147564228,79.9018844315,6,105.80000000000001
6.79140355004,79.9024118987,6,59.2
6.79164719939,79.9027373342,6,125.7
6.79189716338,79.9030349201,6,304.0
6.79241534716,79.9033537515,6,285.2
6.79280773243,79.9033760703,6,357.40000000000003
6.79313617276,79.9032084861,6,259.1
6.79378815669,79.9033772162,6,146.3
6.79402144371,79.9034007361,6,210.8
6.79472857528,79.9035105016,6,337.1
6.79497375328,79.9037357186,6,58.0
6.79518094136,79.9037137166,6,155.70000000000002
6.79534156617,79.9036108687,6,149.70000000000002
6.79138035486,79.9007381809,7,240.9
6.79196775182,79.9007548145,7,45.2
6.79218855806,79.9007855827,7,297.7
6.79229620499,79.9006683564,8,78.30000000000001
6.79249059838,79.9005173179,8,267.3
6.79279721149,79.9004766378,8,315.8
6.79304336648,79.9005488766,8,315.90000000000003
6.79354382851,79.9004433184,8,113.2
6.79381380899,79.9001953689,9,24.3
6.7942161376,79.9003669911,9,337.40000000000003
6.79436777431,79.9003731417,9,26.6
6.79458176574,79.9001678856,9,88.2
6.79474880144,79.9001769968,9,78.7
6.79498407348,79.9002216948,9,323.8
6.79528775905,79.9004181638,9,268.8
6.79503219653,79.9002764519,10,312.20000000000005
6.79511312993,79.9003859103,10,208.70000000000002
6.79540543905,79.9004523305,10,138.3
6.79621179663,79.9004445227,10,105.9
6.79654829939,79.9005308641,10,167.70000000000002
6.79678618874,79.9004766397,10,99.9
6.79715383186,79.9004693796,10,277.0
6.79765811255,79.9005891552,10,148.4
6.79816180994,79.9006708987,10,151.6
6.79851058052,79.9006553511,10,177.4
6.79859956988,79.9008956916,10,312.20000000000005
6.79501860726,79.9003266413,11,59.800000000000004
6.79520248027,79.9003636366,11,331.90000000000003
6.79497708195,79.9005609166,11,129.3
6.79518183031,79.9007637719,11,279.1
6.79517992106,79.9005288931,11,245.70000000000002
6.79501770096,79.9008573579,11,159.4
6.79488089102,79.900747666,11,271.0
6.79477354582,79.9010832894,11,213.60000000000002
6.79488748424,79.9009531088,11,359.70000000000005
6.79481661463,79.9011207629,11,77.80000000000001
6.79476365167,79.9014267312,11,266.5
6.79475832243,79.9014442923,11,335.0
6.79458186011,79.9018358453,11,179.10000000000002
6.79459925175,79.9022354086,11,165.70000000000002
6.79506808072,79.902274425,11,5.800000000000001
6.79521421981,79.9026149233,11,281.8
6.79548228984,79.9028985229,11,1.9000000000000001
6.79539916221,79.9030614369,11,119.30000000000001
6.79529965813,79.9034093331,11,313.8
6.79525055824,79.9037275429,11,307.3
6.79521675004,79.9036154557,11,87.60000000000001
6.79532577039,79.9001831967,1,188.70000000000002
6.79517242735,79.8999859132,1,203.9
6.79543647932,79.8995874336,1,167.3
6.79563993682,79.8991928493,1,254.4
6.79577659119,79.8987010832,1,293.2
6.79587291175,79.898221185,1,156.9
6.79598986111,79.8984232701,1,282.6
6.7958094155,79.8977714258,1,140.4
6.79592271019,79.8974228355,1,5.4
6.79604437346,79.8970443941,1,140.5
6.79611369754,79.89643236,1,199.0
6.79645821808,79.8960115014,1,20.6
6.79640135458,79.8956536153,1,250.10000000000002
6.79657191131,79.8949312708,1,165.60000000000002
6.79684025434,79.8941347375,1,294.90000000000003
6.79715576451,79.8931536161,1,81.80000000000001
6.79729789647,79.8924247284,1,125.80000000000001
6.79755917438,79.8905881607,1,219.4
6.79767645429,79.8897403211,1,338.40000000000003
6.79797955764,79.8910432219,1,131.4
6.79796036252,79.8915789322,1,68.9
6.79794217139,79.8901546436,1,343.20000000000005
6.79774890744,79.889082665,1,175.60000000000002
6.79751575641,79.8887302848,1,61.1
6.79745514548,79.8887791725, 2,29.900000000000002
6.79723415673,79.8885381911, 2,302.1
6.79678293411,79.8886643743, 2,145.0
6.79665352767,79.8886274427, 2,276.7
6.79626582851,79.8883107789, 2,122.60000000000001
6.79611568433,79.8881793994, 2,57.2
6.79573658063,79.8881659117, 2,226.70000000000002
6.79571995726,79.8882339547, 2,348.5
6.7955113342,79.8879937694, 2,96.0
6.7954424406,79.8880022168, 2,153.0
6.79518850889,79.8878875132, 2,282.6
6.79500805799,79.8878200603, 2,222.20000000000002
6.7949835016,79.8879066278, 2,63.1
6.79453310622,79.8876439095, 2,254.3
6.79427736292,79.887690642, 2,252.9
6.79431549996,79.8874689195, 2,305.7
6.79397354311,79.8874679355, 2,41.900000000000006
6.79401627303,79.8873315809, 2,248.60000000000002
6.79374115825,79.8872024797, 2,105.80000000000001
6.79344971686,79.8873720148, 2,324.1
6.79312934149,79.8870078524, 2,83.30000000000001
6.79305054245,79.8871437495, 2,92.4
6.79289621262,79.8869247316, 2,67.7
6.79277633004,79.8868278828, 2,266.90000000000003
6.79264250999,79.8869184411, 2,198.3
6.79220688143,79.8868507946, 2,292.1
6.79214685397,79.8867594771, 2,93.5
6.79184635506,79.8867610499, 2,159.20000000000002
6.79163846136,79.8864819643, 2,161.9
6.79161641287,79.8863521616, 2,218.10000000000002
6.79148997344,79.8863299145, 2,264.8
6.79115794742,79.886263047, 2,40.1
6.79080005649,79.8864161689, 2,297.2
6.7907085667,79.8860979355, 2,344.0
6.79048095636,79.8862724136, 2,213.70000000000002
6.79045961064,79.885944918, 2,320.70000000000005
6.79016187616,79.8858696421, 2,106.10000000000001
6.78992489874,79.8859838331, 2,353.6
6.7897760672,79.8856067786, 2,304.6
6.78935289249,79.8855204597, 2,51.900000000000006
6.78934148014,79.8854952505, 2,146.20000000000002
6.78903393102,79.8853124566, 2,250.3
6.78861648647,79.8854983653, 2,257.90000000000003
6.78838653241,79.8852568839, 2,96.30000000000001
6.78804767366,79.8856877024, 3,349.1
6.78810080367,79.8857179658, 3,64.9
6.78802101726,79.8858933122, 3,287.2
6.78796687878,79.8862703679, 3,92.9
6.78768777839,79.8864079087, 3,89.30000000000001
6.78762271161,79.8865733725, 3,183.10000000000002
6.78784028809,79.8867568426, 3,299.7
6.78778206714,79.8870978631, 3,208.5
6.78798630026,79.8874701091, 3,227.10000000000002
6.78806817813,79.8878324512, 3,229.9
6.78802857702,79.887953025, 3,70.8
6.7880478917,79.8884242813, 3,14.200000000000001
6.7880324794,79.8886281489, 3,54.900000000000006
6.78778209077,79.8889984169, 3,227.0
6.78791873863,79.88944677, 3,50.2
6.78789410614,79.8895824154, 3,261.1
6.78801901638,79.8900835147, 3,131.1
6.78828169634,79.8904799383, 3,165.8
6.78805896343,79.890698035, 3,60.7
6.78801475074,79.8910638477, 3,27.5
6.78815645433,79.8914398568, 3,98.30000000000001
6.78799436547,79.8916800363, 3,260.8
6.78803648063,79.8921293976, 3,203.0
6.7880064219,79.8921649021, 3,193.4
6.78828988982,79.8925804428, 3,47.6
6.78824928849,79.8929599412, 3,235.8
6.78827561327,79.89335011, 3,302.90000000000003
6.78824679965,79.8934233802, 3,110.80000000000001
6.78793489474,79.8939484552, 3,299.7
6.78793952784,79.8943369583,3,215.8
6.78795568625,79.8948278273,3,59.2
6.78821680193,79.8952041409,3,84.60000000000001
6.7879937913,79.8950558464,3,103.7
6.78805692958,79.8958701895,3,148.70000000000002
6.78818694294,79.8962662528,4,136.70000000000002
6.78850576008,79.8971064177,4,313.90000000000003
6.78861580914,79.8983222154,4,213.9
6.78911664613,79.8987480667,4,313.20000000000005
6.78928485009,79.8988784546,4,142.5
6.78988677647,79.8996825719,4,113.9
6.79049916271,79.8999294534,4,52.1
6.7911224826,79.9000049224,4,154.20000000000002
6.79152643369,79.9006790952,4,50.1
6.79156140283,79.9005073293,4,45.1
6.79137016341,79.9008253578,4,231.3
6.78831206948,79.8964625771,5,86.4
6.78879733541,79.8964595392,5,224.5
6.78945246351,79.8965129613,5,150.4
6.78983435533,79.8965356133,5,54.1
6.79028580404,79.8967191506,5,63.400000000000006
6.79080512236,79.897039362,5,67.8
6.79151516075,79.897301247,5,191.20000000000002
6.79162784338,79.8979834993,5,95.60000000000001
6.79168624809,79.8986538807,5,168.9
6.7918746088,79.8992847383,5,358.70000000000005
6.79225142274,79.8996847241,5,108.7
6.79218442865,79.9000607445,5,309.70000000000005
6.79228777269,79.9006872395,5,286.6
6.7915378986,79.9007601242,6,12.3
6.79160360823,79.9010855375,6,273.6
6.79137858455,79.9012541124,6,247.10000000000002
6.79161220288,79.9015384014,6,112.9
6.79159948855,79.9019247154,6,85.10000000000001
6.79150852079,79.9023401441,6,200.70000000000002
6.79163910121,79.9028663701,6,296.7
6.79189876027,79.9030572833,6,36.4
6.7924308519,79.9031284156,6,166.0
6.79275606303,79.903405322,6,223.5
6.79336737741,79.9031803394,6,87.7
6.79380225324,79.9034262854,6,164.3
6.79399862808,79.9035447174,6,236.10000000000002
6.79462227701,79.9037599665,6,192.10000000000002
6.79483163705,79.9035846835,6,12.8
6.79504280847,79.9037249946,6,70.10000000000001
6.79518695666,79.903639453,6,12.5
6.79148869814,79.9006401796,7,177.5
6.79190239057,79.9007152631,7,112.30000000000001
6.79220021729,79.9006669419,7,239.70000000000002
6.7925649969,79.9006811606,8,40.400000000000006
6.79254895117,79.9003949603,8,12.3
6.79274319683,79.9005183752,8,318.8
6.79296267881,79.9004213614,8,356.70000000000005
6.7935105549,79.9004951899,8,30.700000000000003
6.79392730459,79.900420819,9,88.5
6.79418238274,79.9001911617,9,87.10000000000001
6.79436686693,79.9003906954,9,129.4
6.79443214985,79.9003149834,9,38.300000000000004
6.79496801441,79.9004541528,9,196.3
6.79518697422,79.900508208,9,118.9
6.79506115396,79.9004707977,9,59.2
6.79513737777,79.9004441454,10,339.70000000000005
6.79521112258,79.9002449945,10,340.0
6.79529775192,79.9005426756,10,56.900000000000006
6.79629568399,79.9005014887,10,285.7
6.79675754036,79.9004700291,10,215.8
6.79686021662,79.9006114582,10,33.7
6.7971622389,79.9004178885,10,335.70000000000005
6.79756780344,79.9006616869,10,340.3
6.79800683526,79.9005475104,10,59.900000000000006
6.79841678637,79.900873256,10,187.5
6.79874931312,79.9007994017,10,59.2
6.79528310421,79.9003073946,11,233.4
6.79504897369,79.9004435781,11,184.0
6.79496322806,79.9004442184,11,219.4
6.79519180706,79.9004480741,11,261.7
6.79518634412,79.9005470935,11,146.70000000000002
6.79506677352,79.9009071464,11,322.5
6.79506524886,79.9008551881,11,134.70000000000002
6.79485094397,79.9009282175,11,127.9
6.79474892928,79.9011600654,11,160.70000000000002
6.79487450518,79.9012924009,11,6.5
6.79465730118,79.9011834834,11,174.4
6.79462063044,79.9016311979,11,87.80000000000001
6.7948169709,79.9016664341,11,163.8
