latitude,longitude,track_id, direction
6.793919,79.9001435,9, 11.3
6.794193,79.9001395,9, 5.3
6.794421,79.9001395,9, 3.9
6.794688,79.9001625,9, 9.3
6.794928,79.9002015,9, 6.3
6.794976,79.9002135,9, 8.4
6.794976,79.9002135,10, 9.3
6.794978,79.9002105,10, 2.3
6.795254,79.9002245,10, 3.4
6.795996,79.9002885,10, 8.9
6.796441,79.9003035,10, 7.9
6.796707,79.9003225,10, 10.4
6.797038,79.9003515,10, 12.4
6.797534,79.9004155,10, 12.5
6.797935,79.9004865,10, 11.4
6.798251,79.9005455,10, 12.6
6.798499,79.9007615,10, 11.5
6.794976,79.9002135,11, 108.1
6.7949722,79.9002571,11, 109.3
6.794937,79.9003315,11, 107.2
6.794904,79.9004325,11, 107.3
6.794877,79.9005215,11, 105.3
6.794838,79.9006465,11, 106.3
6.794813,79.9007175,11, 108.4
6.794771,79.9008205,11, 109.4
6.79473,79.9009345,11, 106.6
6.794682,79.9010565,11, 107.9
6.79463,79.9011795,11, 90.4
6.794559,79.9013825,11, 63.3
6.794519,79.9015565,11, 50.3
6.794584,79.9019765,11, 43.4
6.794836,79.9022085,11, 40.5
6.795165,79.9024955,11, 45.3
6.795327,79.9027775,11, 50.2
6.795332,79.9030165,11, 90.5
6.795188,79.9033105,11, 188.9
6.795061,79.9034415,11, 189.3
6.795012,79.9034875,11, 180.5

6.79504609841,79.9003570714,1,42.5
6.79521936563,79.8999141095,1,203.20000000000002
6.79552072587,79.8994973114,1,42.1
6.79563144091,79.8990837272,1,329.6
6.79584003469,79.8986603778,1,209.70000000000002
6.79573757461,79.8981388495,1,298.2
6.79598641993,79.8983447886,1,67.0
6.79585389335,79.8975883025,1,167.8
6.79592094099,79.8972776372,1,152.9
6.79613815229,79.8970330033,1,102.10000000000001
6.79613292661,79.896479316,1,227.0
6.79631677318,79.8960512357,1,337.8
6.79662915111,79.8956992045,1,295.0
6.79652082394,79.8950214361,1,200.4
6.7968229621,79.8942767194,1,91.5
6.79714529518,79.8932614086,1,109.7
6.7972588402,79.8925449406,1,167.3
6.79788130101,79.8900235453,1,143.4
6.7980729059,79.8910166939,1,267.40000000000003
6.79780662097,79.890118907,1,162.9
6.79785762688,79.8892607229,1,316.1
6.79777567208,79.8889445398,1,232.70000000000002
6.7975302451,79.8887682064, 2,344.5
6.79726970297,79.8885146775, 2,53.2
6.79698184231,79.888624762, 2,162.9
6.79670956689,79.8883546496, 2,227.60000000000002
6.79641969528,79.8882880993, 2,41.0
6.79612829703,79.8882633905, 2,263.0
6.79581225798,79.8880780221, 2,105.4
6.79569229426,79.88825667, 2,166.3
6.79538445006,79.8878918768, 2,167.20000000000002
6.79538708745,79.8879717456, 2,259.5
6.79514956709,79.8880439565, 2,300.1
6.79491266534,79.8878359638, 2,182.20000000000002
6.794879521,79.8877452564, 2,313.70000000000005
6.7945878664,79.8877839036, 2,186.3
6.79446627897,79.8876009847, 2,24.900000000000002
6.79411402082,79.8873900419, 2,85.7
6.79423188439,79.8872901587, 2,15.200000000000001
6.79373325956,79.8872789681, 2,19.700000000000003
6.79381364099,79.887247006, 2,137.5
6.79360223391,79.8872052848, 2,182.0
6.79320869689,79.8871474771, 2,249.4
6.79301968674,79.8872298912, 2,21.6
6.79278907115,79.8870966619, 2,83.9
6.79256819505,79.8867833412, 2,342.0
6.79252509241,79.8868826354, 2,96.7
6.79222901776,79.8868399029, 2,97.5
6.79222597225,79.8866706521, 2,125.60000000000001
6.79203839469,79.8866031483, 2,179.3
6.79188985971,79.8866142776, 2,95.60000000000001
6.7914649326,79.8865111129, 2,122.5
6.79149479916,79.8863475996, 2,102.80000000000001
6.79132322426,79.8863616057, 2,232.3
6.79096406089,79.8862553823, 2,238.5
6.79081391235,79.8861965808, 2,160.20000000000002
6.79045711175,79.8860867361, 2,145.4
6.79031305934,79.8859818475, 2,175.0
6.79005064595,79.8860679992, 2,141.4
6.78990841981,79.8859134017, 2,20.6
6.78956672923,79.8855451678, 2,81.2
6.78935804935,79.8855056044, 2,249.5
6.7892523189,79.8855404676, 2,215.20000000000002
6.78908436205,79.8856161485, 2,163.3
6.78883699871,79.8851788435, 2,222.0
6.78823567889,79.8852513896, 2,177.10000000000002
6.78797880606,79.8853785121, 3,311.20000000000005
6.78802327254,79.8858906049, 3,307.6
6.78792147301,79.8859426018, 3,86.60000000000001
6.78793327744,79.8860056317, 3,225.8
6.78795972186,79.8863356212, 3,294.1
6.78778465931,79.886527684, 3,212.60000000000002
6.78787424383,79.8867130918, 3,84.10000000000001
6.78793548959,79.8871115581, 3,292.0
6.78778454188,79.8875629663, 3,45.0
6.78775865294,79.8876302759, 3,14.4
6.78785444403,79.8881091412, 3,107.80000000000001
6.78797423889,79.8884048647, 3,265.5
6.78794116934,79.8888348852, 3,98.80000000000001
6.7877515577,79.8889533642, 3,305.1
6.78801388736,79.8893835544, 3,167.60000000000002
6.78806558905,79.8895144889, 3,24.3
6.78818710584,79.8901252267, 3,142.6
6.78802908236,79.8903758239, 3,59.7
6.78820144398,79.890514579, 3,236.60000000000002
6.78826815822,79.8908791107, 3,247.9
6.78807208069,79.8911520966, 3,269.2
6.78811274296,79.8915795035, 3,19.0
6.78807587634,79.8919290573, 3,312.5
6.78804951921,79.8924170914, 3,57.2
6.78833410521,79.8925918292, 3,140.0
6.78803105972,79.8928317668, 3,256.5
6.78829272413,79.8934394504, 3,44.6
6.78811551067,79.8935321733, 3,345.70000000000005
6.78801372755,79.8940731346, 3,60.300000000000004
6.7879383114,79.8943485451,3,180.0
6.78797728736,79.8949120853,3,145.3
6.78826519835,79.8953199312,3,43.1
6.78826418742,79.8950734485,3,35.300000000000004
6.78822451536,79.8958552697,3,317.0
6.78844780806,79.8963467742,4,70.5
6.78827424419,79.8971013117,4,272.6
6.78880569688,79.8983626032,4,256.7
6.7891452765,79.898471069,4,114.30000000000001
6.78929461026,79.8991805645,4,299.1
6.78987500889,79.8994172619,4,236.8
6.7906563987,79.899880833,4,12.600000000000001
6.79091525856,79.9001814835,4,92.10000000000001
6.79145591948,79.9005616846,4,303.40000000000003
6.7913277242,79.9005917974,4,308.6
6.79136960136,79.9008184654,4,163.8
6.78821974261,79.8965736535,5,11.3
6.78883457968,79.8962728607,5,81.7
6.78966732366,79.8963817497,5,339.8
6.79012485937,79.8964761574,5,124.0
6.79033210708,79.8968542631,5,262.8
6.79087759497,79.8969050648,5,325.90000000000003
6.79147224518,79.8973145522,5,39.6
6.79184400337,79.8980330578,5,253.0
6.79178322763,79.8988306537,5,229.4
6.7919278651,79.8992607204,5,231.5
6.79233380493,79.8996778249,5,169.4
6.79203486337,79.8997776013,5,206.9
6.79203527778,79.9006024788,5,62.7
6.79138173216,79.9005653504,6,305.40000000000003
6.79134159482,79.9010929098,6,340.20000000000005
6.7914577837,79.9012847496,6,50.900000000000006
6.79161499231,79.9014787927,6,257.2
6.791333602,79.901890745,6,33.4
6.79145798382,79.9023655244,6,20.400000000000002
6.79172472158,79.9028958389,6,267.7
6.79182296232,79.9031354164,6,81.60000000000001
6.79231460454,79.903319159,6,101.60000000000001
6.79286562115,79.9033239464,6,131.70000000000002
6.79325801908,79.9033377948,6,144.6
6.79365548327,79.9033934997,6,337.40000000000003
6.79412118042,79.9035214929,6,333.70000000000005
6.7946827543,79.9036287561,6,77.60000000000001
6.79499223005,79.9037166736,6,54.0
6.79522443487,79.9037413347,6,81.7
6.79509304615,79.9037867506,6,204.9
6.7915331011,79.9006252738,7,91.0
6.79179037773,79.9007548596,7,335.6
6.79205957838,79.900775723,7,318.40000000000003
6.79240869697,79.9004364611,8,165.5
6.79258405533,79.9005364238,8,73.4
6.79256469741,79.9003002088,8,359.90000000000003
6.79306867348,79.9002909244,8,86.7
6.7935673969,79.9003504792,8,205.8
6.79381122127,79.9002376261,9,87.4
6.79395787099,79.9003293672,9,195.70000000000002
6.79452560617,79.900307994,9,322.1
6.79455875943,79.9001466057,9,266.8
6.7949572841,79.9002645369,9,185.10000000000002
6.79512026688,79.9002310322,9,350.20000000000005
6.79505291713,79.9005213079,9,30.6
6.79515227033,79.9004059462,10,71.2
6.7950609385,79.9005378985,10,308.90000000000003
6.7953630097,79.9004317063,10,75.3
6.79614428634,79.9004474331,10,83.9
6.79676953908,79.900499682,10,283.90000000000003
6.79697104367,79.9003779652,10,98.2
6.79727580269,79.900527809,10,233.70000000000002
6.79754867467,79.9005079308,10,78.4
6.79810732002,79.9006924675,10,14.100000000000001
6.79831200739,79.9007542956,10,206.5
6.7985349358,79.9009518827,10,269.1
6.79509051952,79.9002425858,11,182.10000000000002
6.79525817704,79.9005768148,11,353.90000000000003
6.79526234694,79.9005067498,11,35.300000000000004
6.79510017753,79.9005108357,11,340.20000000000005
6.79496735666,79.9008065643,11,129.6
6.79507502304,79.9007574428,11,143.5
6.79499789073,79.900774264,11,310.5
6.79488261091,79.9010116269,11,213.5
6.7950443738,79.9011087111,11,322.3
6.79485952398,79.9012382181,11,159.9
6.79490770933,79.9013220982,11,12.700000000000001
6.79475691817,79.9015340158,11,33.0
6.79482395292,79.9017644421,11,161.0
6.79484642603,79.9019873957,11,280.7
6.79484124273,79.9025401832,11,254.10000000000002
6.79543413802,79.9026054868,11,100.80000000000001
6.79563047837,79.9030157671,11,303.2
6.79552860992,79.9031015593,11,147.1
6.79545809478,79.9034228642,11,78.2
6.79509961843,79.9035576597,11,62.6
6.79526945883,79.9036214251,11,319.40000000000003
6.79517504107,79.9000676559,1,237.4
6.7954301888,79.9000133554,1,66.5
6.79531242444,79.8994339527,1,132.8
6.79563142624,79.8992180935,1,219.10000000000002
6.79566127364,79.8985271181,1,283.0
6.79571160825,79.8983240098,1,302.40000000000003
6.79589472728,79.8984212754,1,347.6
6.79582202537,79.8976151682,1,138.20000000000002
6.79610617505,79.8973118693,1,124.5
6.79612463616,79.8967813051,1,56.800000000000004
6.79632391512,79.8963701821,1,47.6
6.79644817316,79.8960976276,1,86.9
6.79639025162,79.8956891493,1,160.10000000000002
6.79662207461,79.8949898139,1,236.5
6.796849417,79.894169567,1,5.0
6.79688183698,79.8932739907,1,151.8
6.79747024427,79.8925803569,1,308.20000000000005
6.79752388972,79.8903662971,1,70.60000000000001
6.79765971213,79.8899406047,1,345.40000000000003
6.79798838434,79.8909904326,1,38.900000000000006
6.79777821953,79.8901792131,1,258.3
6.79771154169,79.8893486459,1,292.90000000000003
6.79752268674,79.8888940638,1,203.70000000000002
6.7974122711,79.8885361847, 2,23.700000000000003
6.79727670496,79.888494473, 2,60.300000000000004
6.79697655578,79.8887277573, 2,256.7
6.79674963388,79.8885549102, 2,138.70000000000002
6.7964256865,79.8884464949, 2,290.1
6.79619249412,79.888243884, 2,97.60000000000001
6.79600227142,79.8883577923, 2,345.0
6.79585289484,79.8880653416, 2,184.3
6.79549254702,79.8879483029, 2,87.60000000000001
6.79542419804,79.8879040174, 2,189.8
6.79531773209,79.8880190537, 2,321.40000000000003
6.79504760635,79.8877119055, 2,99.30000000000001
6.79493982676,79.887656901, 2,161.4
6.79459879309,79.887632044, 2,56.300000000000004
6.79454078454,79.8876308237, 2,117.0
6.79418375301,79.8876450676, 2,112.10000000000001
6.79393392035,79.8875055828, 2,328.0
6.79394836871,79.8873926993, 2,94.2
6.79374515561,79.8873505709, 2,7.0
6.7933684259,79.887141039, 2,5.9
6.79337664026,79.8872031297, 2,1.5
6.79320639355,79.8870989183, 2,45.400000000000006
6.79284988864,79.886963684, 2,319.0
6.79262519473,79.8870383234, 2,78.30000000000001
6.79249410038,79.8867458986, 2,278.7
6.79222302441,79.8867497539, 2,289.8
6.79225518022,79.8867369553, 2,80.30000000000001
6.79183109063,79.8865719523, 2,265.90000000000003
6.79173828905,79.8866888991, 2,47.6
6.79151066033,79.886658712, 2,98.10000000000001
6.79141200471,79.8863594683, 2,60.400000000000006
6.79117660038,79.8863573219, 2,77.9
6.79101075166,79.8863434846, 2,223.0
6.79068441712,79.8861520223, 2,316.40000000000003
6.79064723673,79.8859679773, 2,244.60000000000002
6.79047548445,79.8860628729, 2,308.8
6.79028870299,79.886057124, 2,107.9
6.78989986993,79.8859099636, 2,137.8
6.7896977607,79.8857389261, 2,66.10000000000001
6.7893043573,79.8857310609, 2,321.40000000000003
6.78915050782,79.8854493501, 2,152.8
6.78896921421,79.885483129, 2,223.10000000000002
6.78883715085,79.8854043546, 2,280.7
6.78824979338,79.8851041526, 2,275.6
6.78810362745,79.8855001578, 3,246.8
6.78789166439,79.8856199276, 3,255.10000000000002
6.78793427182,79.8860036513, 3,154.4
6.78782258962,79.8861436512, 3,167.10000000000002
6.78776250991,79.8863080665, 3,123.4
6.78761676088,79.886598, 3,207.70000000000002
6.78760713983,79.8869056102, 3,340.70000000000005
6.78779308708,79.8872974313, 3,291.8
6.78802187505,79.8875868619, 3,248.10000000000002
6.78793891859,79.8878953599, 3,3.4000000000000004
6.78812590242,79.8879330079, 3,307.70000000000005
6.78793920091,79.8883863578, 3,342.70000000000005
6.78800143034,79.8885695523, 3,258.8
6.78789160827,79.8888268359, 3,17.400000000000002
6.78785591534,79.8892234945, 3,171.8
6.78798064992,79.889652549, 3,118.60000000000001
6.7879660001,79.8898832836, 3,124.0
6.78820213674,79.8903774296, 3,336.6
6.78828351396,79.8904796677, 3,167.60000000000002
6.78814267357,79.8909759355, 3,116.0
6.78810031069,79.8912224184, 3,260.90000000000003
6.7883067057,79.8917972596, 3,46.300000000000004
6.78802540461,79.8920372009, 3,344.20000000000005
6.78810568084,79.8921635158, 3,178.20000000000002
6.78821925494,79.8927928428, 3,151.20000000000002
6.78813256956,79.8928728608, 3,191.4
6.78804919359,79.8934461621, 3,223.20000000000002
6.78819332069,79.8936480164, 3,28.6
6.78800991637,79.8939991542, 3,50.6
6.78795465798,79.8943748276,3,95.80000000000001
6.78811110511,79.8947332145,3,181.20000000000002
6.78807525664,79.895373551,3,165.9
6.78810701357,79.895225119,3,86.4
6.78809090218,79.8958218435,3,122.60000000000001
6.7884028306,79.8963518442,4,265.40000000000003
6.78846643631,79.8970641635,4,80.30000000000001
6.78869088542,79.8982922401,4,314.3
6.78911888385,79.8984921514,4,77.80000000000001
6.78926583259,79.8989280841,4,34.6
6.78994346543,79.8995131139,4,38.800000000000004
6.79056887382,79.8999040722,4,105.80000000000001
6.7909811634,79.9000712594,4,199.4
6.79128654587,79.9004358047,4,264.5
6.79141551213,79.9007277174,4,34.4
6.79137750362,79.90058423,4,33.300000000000004
6.78823057106,79.8965356566,5,43.800000000000004
6.78876500622,79.8965423781,5,340.8
6.78944354441,79.8964407454,5,349.5
6.79003278106,79.8964629735,5,15.9
6.79028961812,79.8967835467,5,87.0
6.79101262178,79.8968821306,5,35.800000000000004
6.79136436455,79.8974452068,5,113.9
6.79190416742,79.8979982061,5,65.8
6.79175818191,79.8987211379,5,133.70000000000002
6.79182449228,79.8994702812,5,69.4
6.79242685785,79.899598519,5,180.0
6.79222587081,79.8998940658,5,154.4
6.79213676196,79.900472538,5,212.20000000000002
6.79140191872,79.9006590475,6,31.3
6.791589794,79.9008705872,6,157.20000000000002
6.79164002055,79.9012528256,6,136.1
6.79138051252,79.9015399068,6,177.9
6.79146324994,79.9020433415,6,154.5
6.79133521617,79.9023272769,6,139.4
6.79171965347,79.9028760693,6,348.70000000000005
6.79200488482,79.9032127502,6,114.7
6.79227342603,79.9033337632,6,231.60000000000002
6.79302970162,79.9032580207,6,88.9
6.79340765927,79.9030762704,6,337.0
6.79383923709,79.9032185977,6,264.0
6.79428971619,79.9034019122,6,33.2
6.79446610409,79.9037324832,6,318.8
6.794791421,79.903483339,6,142.8
6.79517276003,79.9035650628,6,310.1
6.79522531077,79.9037661958,6,47.800000000000004
6.79160969825,79.9005523859,7,110.4
6.79197799238,79.9008207808,7,96.9
6.79229591319,79.9007091014,7,205.3
6.79254725611,79.9003803437,8,93.7
6.7925169327,79.9002641568,8,47.900000000000006
6.79259497262,79.9003740794,8,139.3
6.79317876278,79.9003621538,8,108.80000000000001
6.793486895,79.900568848,8,143.8
6.79379719434,79.9002016013,9,64.8
6.79418949925,79.9003658975,9,175.8
6.79449866375,79.9003472086,9,20.0
6.79457285106,79.9002692127,9,131.1
6.79499843798,79.9003209509,9,210.8
6.79492834348,79.9004836775,9,128.9
6.79527170597,79.9004505288,9,61.2
6.7950058552,79.9004952773,10,296.7
6.79499333281,79.9004849639,10,188.10000000000002
6.79538836368,79.9005296823,10,159.5
6.79628868741,79.9005849792,10,140.5
6.79665910928,79.9003820609,10,75.60000000000001
6.79686728819,79.9003941868,10,48.2
6.79706639673,79.9005846672,10,81.80000000000001
6.79761445328,79.900479152,10,64.2
6.79795909735,79.9006488725,10,41.800000000000004
6.79840036905,79.9006448379,10,132.3
6.79867010704,79.9009266547,10,279.2
6.7951461401,79.9002895047,11,197.10000000000002
6.79513802037,79.9003066377,11,198.9
6.79508006528,79.9003578158,11,3.4000000000000004
6.79496058781,79.900574708,11,242.9
6.79493829096,79.9005527321,11,246.3
6.79511936155,79.9007704968,11,97.30000000000001
6.79501408217,79.9009927533,11,17.6
6.79510145858,79.9009475272,11,70.5
6.7949902794,79.9011303915,11,317.40000000000003
6.79490776575,79.9011580195,11,316.5
6.7947117222,79.9014568786,11,212.70000000000002
6.79472490106,79.9016991581,11,60.0
6.79479447311,79.9016082422,11,152.70000000000002
6.79476937553,79.9019979608,11,226.9
6.79486372309,79.9024011211,11,25.400000000000002
6.79541771755,79.9027875991,11,88.4
6.79537974084,79.9029859247,11,10.5
6.79553965034,79.9033489446,11,178.4
6.7954733939,79.9034326409,11,42.800000000000004
6.79519226979,79.903575105,11,291.2
6.79502954531,79.903803742,11,38.300000000000004
6.79510437797,79.9003641912,1,190.3
6.79540053342,79.9000641603,1,137.5
6.79546968002,79.8994450657,1,160.9
6.79548652283,79.8992602785,1,338.5
6.79576811229,79.8985767039,1,149.9
6.79571379357,79.8984294069,1,119.9
6.79595749282,79.8981767864,1,152.6
6.79595673716,79.8976397795,1,327.40000000000003
6.79600885955,79.8972369897,1,44.2
6.79600995178,79.896901548,1,8.0
6.79621673557,79.8966181056,1,298.5
6.79646650203,79.8960391266,1,145.3
6.79647688393,79.8955569144,1,130.0
6.79643377432,79.8948451204,1,208.4
6.79678436933,79.8940354769,1,237.70000000000002
6.79691768901,79.8932001968,1,17.1
6.79757642868,79.8924207914,1,68.7
6.79747164411,79.8905835287,1,145.6
6.79769871084,79.8899174393,1,333.40000000000003
6.79803034812,79.8910026318,1,191.4
6.79779042715,79.8915904128,1,130.20000000000002
6.79802075646,79.8899882242,1,227.60000000000002
6.7976237476,79.8892691101,1,357.20000000000005
6.79768727926,79.8886916772,1,155.8
6.79735215533,79.8886156212, 2,20.900000000000002
6.79721544422,79.888813179, 2,86.80000000000001
6.79685881046,79.888568717, 2,46.400000000000006
6.79674073679,79.8883636022, 2,39.900000000000006
6.79627289958,79.8884729564, 2,302.40000000000003
6.79620739284,79.8883837703, 2,148.3
6.79602612462,79.8881457771, 2,58.6
6.7956334378,79.8882507003, 2,98.10000000000001
6.79545075606,79.8880439047, 2,258.1
6.79549548183,79.8880823836, 2,44.0
6.79536233764,79.8878299314, 2,198.5
6.79508288523,79.8877934268, 2,277.7
6.79484054189,79.8876653724, 2,353.5
6.79474131096,79.887791861, 2,302.5
6.79444083987,79.8877010688, 2,64.7
6.79411788776,79.8876352914, 2,152.9
6.7940958686,79.8875010062, 2,260.8
6.79376805674,79.887472606, 2,56.5
6.79362555219,79.8871582515, 2,296.2
6.79351615369,79.8873058702, 2,225.8
6.79317690005,79.886990789, 2,289.6
6.7930338139,79.8871803648, 2,115.2
6.79300661575,79.8870920452, 2,237.60000000000002
6.79263877639,79.8870138808, 2,4.9
6.79247176886,79.8869272739, 2,279.1
6.79246408567,79.8868191038, 2,272.6
6.79205935152,79.8867300982, 2,68.4
6.79206160818,79.8866657191, 2,355.5
6.79164996156,79.8867517321, 2,332.0
6.79140051038,79.8864898156, 2,119.2
6.79124246908,79.8864429358, 2,216.8
6.79111691859,79.8864523883, 2,151.4
6.79085751676,79.8861985555, 2,211.3
6.79070528652,79.8860283376, 2,7.300000000000001
6.79064280342,79.8859631198, 2,252.10000000000002
6.79039839862,79.8860063814, 2,308.20000000000005
6.79016864516,79.8858662307, 2,61.0
6.78987551959,79.8859377172, 2,259.40000000000003
6.78967801763,79.8856466528, 2,77.10000000000001
6.78929144097,79.8857123372, 2,340.1
6.78933604209,79.8856509489, 2,311.6
6.7889511309,79.8855677824, 2,49.900000000000006
6.7886478331,79.8852699259, 2,247.10000000000002
6.78834551832,79.8853307477, 2,135.0
6.78801206084,79.8855484998, 3,60.6
6.7878821895,79.8858970926, 3,315.40000000000003
6.78802632858,79.8859941211, 3,326.8
6.78787148296,79.8862319913, 3,295.40000000000003
6.78790800778,79.8862305495, 3,8.200000000000001
6.78775689293,79.8864128247, 3,187.8
6.78784467795,79.886838971, 3,14.200000000000001
6.7877691807,79.8871475935, 3,30.0
6.78791476608,79.8873662566, 3,26.400000000000002
6.78781731183,79.8878147854, 3,0.7000000000000001
6.78796141188,79.8880686783, 3,359.90000000000003
6.78786271582,79.8884635496, 3,147.20000000000002
6.78798563584,79.8888528027, 3,90.4
6.78777835682,79.8888908796, 3,237.20000000000002
6.78777034997,79.8891856769, 3,182.0
6.78795740953,79.8897561724, 3,227.70000000000002
6.78818629345,79.8900511505, 3,310.20000000000005
6.78812302464,79.8904812714, 3,309.3
6.78825628182,79.8906069183, 3,254.70000000000002
6.78829133533,79.8909741295, 3,312.3
6.78804084214,79.8913112323, 3,329.5
6.78802720162,79.8914850651, 3,216.9
6.78806415381,79.8919627848, 3,97.0
6.78819883474,79.892260397, 3,4.0
6.78813404584,79.8927422528, 3,74.5
6.78805464694,79.8930605626, 3,287.1
6.7881204325,79.8932619552, 3,13.5
6.78810901174,79.8937469402, 3,334.70000000000005
6.78823919935,79.8937831372, 3,171.70000000000002
6.78801394593,79.8943046231,3,37.1
6.78786179318,79.8947566769,3,257.40000000000003
6.78829341774,79.8951671342,3,236.70000000000002
6.78794884222,79.8951672128,3,286.6
6.78823934082,79.8956305588,3,136.1
6.78837704945,79.8962643809,4,151.4
